3d compatibility|<page title>|ac adapter included|ac power in|analog signal format system|aspect ratio|audio input|audio output|backlight type|bezel width side|bluetooth|builtin camera|builtin microphone|builtin speakers|builtin subwoofer|cable lock slot|cables included|card reader integrated|certification|colour of product|common interface ci|common interface plus ci|compatible memory cards|compliance industry standards|component video ypbprycbcr in|composite sync|composite video in|contrast ratio dynamic|contrast ratio typical|dcin jack|depth|depth with stand|digital horizontal frequency|digital vertical frequency|dimensions w x d x h with stand|dimensions wxdxh|display|display brightness|display diagonal|display diagonal metric|display number of colours|display resolution|display srgb|display surface|display technology|display viewable area hxv|displayports quantity|dvi port|dvid ports quantity|dvii ports quantity|effective viewing area|energy efficiency class|energy star certified|epeat compliance|ethernet lan|feet colour|handheld remote control|hd type|hdcp|hdmi|hdmi ports quantity|headphone connectivity|headphone out|height|height adjustment|height with stand|horizontal scan range|input frequency|input voltage|led indicators|linux operating systems supported|mac operating systems supported|manual|maximum resolution|mean time between failures mtbf|microphone in|mobile highdefinition link mhl|nonoperating altitude|number of loudspeakers|number of osd languages|number of products included|on screen display osd|on screen display osd languages|onoff switch|operating altitude|operating relative humidity hh|operating temperature tt|package dimensions wxdxh|package weight|packaging depth|packaging height|packaging width|pc audio in|picture enhancement|pictureinpicture|pivot|pivot angle|pixel pitch|placement supported|plug and play|power consumption max|power consumption off|power consumption powersave|power consumption standby|power consumption typical|power cord included|power led|power requirements|product type|quantity|quick start guide|relative humidity|response time|rms rated power|rs232 ports|safety|screen format adjustments|screen saving functions|separate hv sync|source datasheet|standby led|storage relative humidity hh|storage temperature tt|supported graphics resolutions|supported video modes|svideo inputs quantity|swivel angle range|swivelling|syncongreen sog|thin client installed|tilt adjustment|tilt angle|tv tuner integrated|usb 20 ports quantity|usb 30 ports quantity|vertical scan range|vesa mounting interfaces compatibility|vga dsub ports quantity|video dot rate|viewable size diagonal|viewable size horizontal|viewable size vertical|viewing angle horizontal|viewing angle vertical|volume control|wall mountable|weight|weight with stand|width|width with stand|wifi|windows operating systems supported
No|iiyama ProLite X2783HSU - MediaShopUK||Yes||16:9|Yes|||||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']||['Kensington', 'Kensington']|['AC, Audio (3.5mm), DVI, USB, VGA', 'AC, Audio (3.5mm), DVI, USB, VGA']||TCO, CE, TÜV-GS, VCCI-B, PSE, CU|['Black', 'Black']||||||||5000000:1|3000:1||218 mm||30 - 80 kHz|55 - 75 Hz|||LED|300 cd/m²|"685.8 mm (27 "")"|68.6 cm|16.77 M|1920 x 1080 pixels|||A-MVA|||Yes|1|||Unspecified|Yes|||||Full HD|Yes||1|3.5 mm|1|446 mm|No|||50/60 Hz|100 - 240 V|||['Yes', 'Yes']|||||||['2', '2', '2']|['10', '10']||['Yes', 'Yes']|['CHI (SIMPL), DEU, DUT, ENG, ESP, FRE, ITA, JPN, POL, RUS', 'CHI (SIMPL), DEU, DUT, ENG, ESP, FRE, ITA, JPN, POL, RUS']|||||||||||||||0.311 x 0.311 mm||['Yes', 'Yes']||||0.5 W|34 W||||||['Yes', 'Yes']||4 ms|['4 W', '4 W', '4 W']|||||Yes|['.', '.']||||1920 x 1080 (HD 1080)||||||No||-5 - 22 °|['No', 'No']|2|||100 x 100 mm|1|||597.6 mm|336.2 mm|178 °|178 °||Yes|4.4 kg||622.5 mm|||['Yes', 'Yes']
No|Hanns.G HE195APB - MediaShopUK||Yes||16:9||||||['No', 'No']||['Yes', 'Yes']||['Kensington', 'Kensington']|['AC, Audio (3.5mm), VGA', 'AC, Audio (3.5mm), VGA']|||['Black', 'Black']||||||||40000000:1|1000:1|||185 mm|||||LED|200 cd/m²|"469.9 mm (18.5 "")"|47 cm|16.77 M|1366 x 768 pixels||||||No||||Unspecified|Yes|||||HD-ready|No||||||No|329.5 mm|30 - 61 kHz|50/60 Hz|100 - 240 V|['Yes', 'Yes']|||['Yes', 'Yes']||||||['2', '2']|['12', '12']||['Yes', 'Yes']|['DEU, DUT, ENG, ESP, FRE, ITA, POR, RUS', 'DEU, DUT, ENG, ESP, FRE, ITA, POR, RUS']|||20 - 85 %|5 - 35 °C||3.35 kg|117 mm|377 mm|492 mm|Yes|||||0.3 x 0.3 mm||||||0.5 W|22 W||['Yes', 'Yes']||||['Yes', 'Yes']||5 ms|['2 W', '2 W']|||||||['Yes', 'Yes']|||1366 ? 768||||||No||-3 - 17 °|No|||56 - 75 Hz|100 x 100 mm|1|||||170 °|160 °||Yes|2.8 kg||444.2 mm|444.2 mm||
No|ASUS VB178TL - MediaShopUK|['Yes', 'Yes']|||4:3||||||['No', 'No']||['Yes', 'Yes']||['Kensington', 'Kensington']|['AC, Audio (3.5mm), DVI, VGA', 'AC, Audio (3.5mm), DVI, VGA']||BSMI, CB, CCC, CE, CEL, C-Tick, ErP, FCC, Gost-R, J-MOSS, PSB, RoHS, TCO5.2, TUV-Ergo, TUV-GS, UL/cUL, VCCI, WEEE, WHQL, NOM|['Black', 'Black']||||||||50000000:1|1000:1|||214 mm|30 - 83 kHz|55 - 75 Hz|||LCD|250 cd/m²|"431.8 mm (17 "")"|43.2 cm|16.77 M|1280 x 1024 pixels|||||||1|||Unspecified|Yes||||||Yes|||3.5 mm|||Yes|377 mm|30 - 83 kHz|||['Yes', 'Yes']|||['Yes', 'Yes']||||||['2', '2']||||||||||7 kg|210 mm|382 mm|559 mm|Yes|||Yes||0.264 x 0.264 mm||||1 W|1 W||25 W||['Yes', 'Yes']||||['Yes', 'Yes']||5 ms|['2 W', '2 W']||||||['.', '.']|['Yes', 'Yes']|||1280 x 1024 (SXGA)||||Yes||No|Yes|-5 - 20 °|No|||55 - 75 Hz|100 x 100 mm|1|||||170 °|160 °||Yes||5.4 kg|462 mm|462 mm||
No|Wortmann AG 3031166 - MediaShopUK||Yes||16:9||||||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']|||||TCO Displays 5.1|['Black', 'Black']||||||||10000000:1|||218 mm||||||LED|250 cd/m²|"546.1 mm (21.5 "")"||16.77 M|1920 x 1080 pixels||||||Yes|1|||Unspecified|Yes|||||Full HD|Yes||1||1|393 mm|No||30 - 80 kHz|50/60 Hz|100 - 240 V|||||||||||||||||||||||||||||0.248 x 0.248 mm||['Yes', 'Yes']||||1 W|18 W||||||||5 ms|||||||||||1920 x 1080 (HD 1080)||||||No||0 - 20 °|['No', 'No']|||50 - 76 Hz||1|||||170 °|160 °|||3.2 kg||507 mm|||
No|Philips 231P4UPES - MediaShopUK||||16:9|||W-LED||No|['No', 'No']||['Yes', 'Yes']||['Kensington', 'Kensington']|||TCO edge, RoHS|['Black, Silver', 'Black, Silver']||||BSMI, CE Mark, FCC Class B, GOST, PSB, SASO, SEMKO, TCO 6.0, TUV Ergo, TUV/GS, UL/cUL, WEEE||||20000000:1|1000:1||60 mm|220 mm|||||LED|250 cd/m²|"584.2 mm (23 "")"|58.4 cm|16.77 M|1920 x 1080 pixels|Yes||LCD|||||||Unspecified|Yes|Gold||||Full HD||||||343 mm|Yes|515 mm|30 - 83 kHz|50/60 Hz|100 - 240 V|['Yes', 'Yes']||['Yes', 'Yes']|||['30000 h', '30000 h']|||0 - 12192 m|['2', '2']|||['Yes', 'Yes']|['CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR', 'CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR']|['Yes', 'Yes']|0 - 3658 m|20 - 80 %|0 - 40 °C||7.6 kg|263 mm|400 mm|600 mm||||Yes|0 - 90 °|0.265 x 0.265 mm||['Yes', 'Yes']|||15.3 W|0.1 W|24.2 W||||||||5 ms|['3 W', '3 W']|||||Yes|['.', '.']|||-20 - 60 °C|1920 x 1080 (HD 1080)|||-65 - 65 °|Yes|Yes|No|Yes|-5 - 20 °|No|1|2|56 - 75 Hz|100 x 100 mm|1|||509.18 mm|286.41 mm|170 °|160 °||Yes|3.1 kg|5.3 kg|547 mm|547 mm|No|['Yes', 'Yes']
|Philips 220P4LPYEB - MediaShopUK||||16:10|||W-LED|||['No', 'No']|['No', 'No']|['Yes', 'Yes']|['No', 'No']|['Kensington', 'Kensington']||['No', 'No']|BSMI, CE, FCC, GOST, SASO, SEMKO, TUV Ergo, TUV/GS, TCO 5.2, UL/cUL, WEEE|['Black', 'Black']|||['No', 'No']|RoHS||||20000000:1|1000:1||59 mm|220 mm|||||LED|250 cd/m²|"558.8 mm (22 "")"|55.9 cm|16.77 M|1680 x 1050 pixels|Yes||||1||1|||Unspecified|Yes|Gold||||HD-Ready|Yes|['No', 'No']|||1|349 mm|No|517 mm|30 - 83 kHz|50/60 Hz|100 - 240 V|['Yes', 'Yes']|||||['30000 h', '30000 h']|||0 - 12192 m|['2', '2']|['8', '8']|['1 pcs', '1 pcs']|['Yes', 'Yes']|['CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS', 'CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS']|['Yes', 'Yes']|0 - 3658 m||0 - 40 °C||7.5 kg|263 mm|395 mm|565 mm|Yes|||Yes|0 - 90 °|0.282 x 0.282 mm|['Horizontal/Vertical', 'Horizontal/Vertical']|['Yes', 'Yes']||||0.3 W|16.8 W||['Yes', 'Yes']|||||20 - 80 %|5 ms|['3 W', '3 W']|||||Yes|['.', '.']|||-20 - 60 °C|1680 x 1050 (WSXGA+)|||-65 - 65 °|Yes|Yes|No|Yes|-5 - 20 °|No|4||56 - 75 Hz|100 x 100 mm|1|||473.76 mm|296.1 mm|170 °|160 °||Yes|3.38 kg|5.5 kg|504 mm|504 mm||
No|Wortmann AG TERRA LED 2445W - MediaShopUK||||16:9||||||['No', 'No']||['Yes', 'Yes']|||['AC, Audio (3.5mm), DVI', 'AC, Audio (3.5mm), DVI']||CE, EN 60950|['Black', 'Black']||||||||20000000:1|||48 mm|218 mm|||||LCD|250 cd/m²|"599.4 mm (23.6 "")"|59.9 cm|16.77 M|1920 x 1080 pixels|||IPS|||Yes|1|||Unspecified||||||Full HD|Yes|||||347 mm|No|418 mm||50/60 Hz|100 - 240 V||||['Yes', 'Yes']|||||||||||||||||||||||No||0.2715 x 0.2715 mm||['Yes', 'Yes']||||0.5 W|25 W||||||||7 ms|||||||||||1920 x 1080 (HD 1080)|1080i, 1080p, 480i, 480p, 576i, 576p, 720p|||||No|Yes|-5 - 20 °|No||||100 x 100 mm|1|||||178 °|178 °||Yes|3.7 kg|4.1 kg|556 mm|556 mm||
|HP Z30i - MediaShopUK||||16:10||||||['No', 'No', 'No']||['No', 'No', 'No']||||||['Black', 'Black']||||||||5000000:1|1000:1||66.3 mm|266.4 mm|24 - 98 kHz|50 - 70 Hz||||350 cd/m²|"762 mm (30 "")"|75.78 cm|16.77 M|2560 x 1600 pixels|||IPS||1|Yes|1|||Unspecified|Yes|Gold|||||Yes||1|||449.8 mm|Yes|601 mm|31 - 80 kHz||100 - 250 V|||||||||||||||||||||||||||Yes|0 - 90 °|0.250 x 0.250 mm||||||0.5 W|85 W||||||||8 ms|||||||['.', '.']||||720 x 480, 1280 x 800, 1376 x 768, 1600 x 900, 2560 x 1440, 1024 x 768 (XGA), 1280 x 1024 (SXGA), 1280 x 720 (HD 720), 1600 x 1200 (UXGA), 1680 x 1050 (WSXGA+), 1920 x 1080 (HD 1080), 1920 x 1200 (WUXGA), 640 x 480 (VGA), 800 x 600 (SVGA)|||-45 - 45 °|Yes||No|Yes|-5 - 20 °|['No', 'No']|5||60 - 70 Hz||1|||||178 °|178 °||Yes|7.56 kg|9.96 kg|690.3 mm|690.3 mm||
|Philips 221B3LPCB/02 LED display - MediaShopUK|||||Yes|Yes|W-LED|||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']||['Kensington', 'Kensington']||['No', 'No']|BSMI, CE-Zeichen, FCC, GOST, SEMKO, TCO 5.1, TÜV/GS, TÜVErgo, UL/cULRoHS|['Black', 'Black']|No|No|['No', 'No']|||||20000000:1|1000:1||59 mm|227 mm|||||LED|250 cd/m²|"546.1 mm (21.5 "")"|54.6 cm|16.77 M|1920 x 1080 pixels|Yes||||||1|||Unspecified|Yes|Gold|No|||Full HD|Yes|['No', 'No']|||1|323 mm|Yes|480 mm|30 - 83 kHz|50/60 Hz|100 - 240 V||||||['30000 h', '30000 h']||||['2', '2', '2']|['8', '8']||['Yes', 'Yes']|['CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS', 'CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS']|||20 - 80 %|0 - 40 °C||['7.12 kg', '7.12 kg']|['186 mm', '186 mm']|['361 mm', '361 mm']|['568 mm', '568 mm']|Yes|||Yes||0.248 x 0.248 mm||['Yes', 'Yes']||||0.1 W|17.8 W||||||||5 ms|['3 W', '3 W', '3 W']|||||Yes|['.', '.']|||-20 - 60 °C|1920 x 1080 (HD 1080)|||||Yes|No|Yes|-5 - 20 °|['No', 'No']|2||56 - 75 Hz|100 x 100 mm|1|||476.6 mm|268.1 mm|176 °|170 °||Yes|3.4 kg|5.3 kg|507 mm|507 mm|No|
No|Samsung LS24C45KMWV LED display - MediaShopUK||||16:10|Yes|Yes||||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']|||['Audio (3.5mm), DVI, VGA', 'Audio (3.5mm), DVI, VGA']||TCO, UL, CSA, TUV, KC, CCC, PSB, GOST, PCBC, NOM, IRAM, SASO|['Black', 'Black']||||||||Mega Contrast|1000:1||54.2 mm|224 mm|||||LED|250 cd/m²|"609.6 mm (24 "")"||16.77 M|1920 x 1200 pixels|||TN+Film|['518.4 x 324 mm', '518.4 x 324 mm']|||1|||Unspecified|Yes|Gold||||Full HD||||||359.3 mm|Yes|512.2 mm||50/60 Hz|100 - 240 V||||['Yes', 'Yes']||||||['2', '2', '2']|||||||10 - 80 %|10 - 40 °C||['6.8 kg', '6.8 kg']|['433 mm', '433 mm']|['188 mm', '188 mm']|['628 mm', '628 mm']||||Yes|-1 - 95 °|0.27 x 0.27 mm||||||0.1 W|30 W||['Yes', 'Yes']||||['Yes', 'Yes']||5 ms|['2 W', '2 W', '2 W']||||||['.', '.']|['Yes', 'Yes']|||1920 x 1200 (WUXGA)|||-45 - 45 °|Yes||No|Yes|-3 - 25 °|['No', 'No']||||100 x 100 mm|1|||||170 °|160 °||Yes|3.5 kg|5.1 kg|554.8 mm|554.8 mm||
|Edge10 C171 LCD Monitor - MediaShopUK||Yes|||Yes|Yes||||['No', 'No', 'No']||||||||['Black', 'Black']|||||||1||450:1||198 mm|||||||300 cd/m²|"431.8 mm (17 "")"||16.2 M|1280 x 1024 pixels||||||||||||||||||||||397 mm|||31.5 - 80 kHz|||||||||||||||||||20 - 80 %|0 - 40 °C||||||Yes|||||0.264 x 0.264 mm||['Yes', 'Yes']||||3 W|50 W||||||||5 ms|['4 W', '4 W', '4 W']|||||||['Yes', 'Yes']|||||1||||||-2 - 18 °|['No', 'No']|||50 - 75 Hz|100 x 100 mm|1|||338 mm|270 mm|140 °|130 °|||4.8 kg||374 mm|||
|Wortmann AG 3031200 LED display - MediaShopUK||Yes||16:9|Yes|||||['No', 'No']||['No', 'No']||['No', 'No']|||CE, EN|['Black', 'Black']||||||||30000000:1|||213 mm||||||LED|300 cd/m²|"685.8 mm (27 "")"|68.6 cm|16.77 M|1920 x 1080 pixels|Yes||MVA||||1|||Unspecified|Yes|||||Full HD|Yes|['Yes', 'Yes']|1|||456 mm|No||30 - 89 kHz|50/60 Hz|100 - 240 V|||||||||||||||||||||||||||||0.311 x 0.311 mm||['Yes', 'Yes']||||0.5 W|24 W||||||||2 ms||||['4:3, 16:9', '4:3, 16:9']|||||||1920 x 1080 (HD 1080)|1080i, 1080p, 480i, 480p, 576i, 576p, 720p|||||No|||No|||56 - 76 Hz|No|1|||||178 °|178 °||No|4.9 kg||657 mm|||
No|AOC e2251Fwu - MediaShopUK||||16:9||||||['No', 'No', 'No']|||||||cTUVus, FCC, TUV/S, RoHS, EPA 5.0, EPEAT|['Black', 'Black']|||||||||1000:1||389.1 mm||||||LCD|150 cd/m²|"546.1 mm (21.5 "")"|54.6 cm|16.77 M|1920 x 1080 pixels||Gloss||||No||||||||||Full HD|No|||||193.7 mm||||50/60 Hz|110 - 220 V|||||||||||||||||||||||||||||0.248 x 0.248 mm||['Yes', 'Yes']|||||10 W||['Yes', 'Yes']||||||5 ms|||||||['.', '.']|['Yes', 'Yes']|||1920 x 1080 (HD 1080)||||||No|||['No', 'No']|1|||||||476.6 mm|268.1 mm|170 °|160 °|||2.65 kg||512.5 mm|||
No|Benq GL2450 - MediaShopUK||||16:9||||||['No', 'No', 'No']||['No', 'No', 'No']||['Kensington', 'Kensington']||||['Black', 'Black']||||||||12000000:1|1000:1|Yes|63 mm|179.12 mm|||||LED|250 cd/m²|"609.6 mm (24 "")"||16.77 M|1920 x 1080 pixels|||TN+Film|||Yes|1|||Unspecified|Yes|||['Black', 'Black']||Full HD|Yes|||||350.98 mm|No|436.49 mm|||90 - 264 V|||||||||||['17', '17']||['Yes', 'Yes']|||||||['5.6 kg', '5.6 kg']|['134 mm', '134 mm']|['420 mm', '420 mm']|['650 mm', '650 mm']|||||||||||0.3 W||34 W||||||||5 ms|||||||||||||||||No|||['No', 'No']||||100 x 100 mm|1|||||170 °|160 °||Yes|4.1 kg||579.39 mm|579.39 mm||
No|"Wortmann AG 55cm (21,5"")TERRA 2255W (LED,FullHD,5ms,HDMI,PV) - MediaShopUK"||||16:9|Yes|||||['No', 'No']||['No', 'No']||['No', 'No']||||['Black', 'Black']||||||||15000000:1|||53 mm||||||LED|250 cd/m²|"546.1 mm (21.5 "")"|54.6 cm|16.77 M|1920 x 1080 pixels|Yes||TN+Film||||1|||Unspecified|Yes|||||Full HD|Yes|['Yes', 'Yes']|1|||313 mm|No||30 - 82 kHz|50/60 Hz|100 - 240 V|||||||||||||||['Yes', 'Yes']||||||||||||||0.248 x 0.248 mm||['Yes', 'Yes']||||0.5 W|18 W||||||||5 ms|||||||||||1920 x 1080 (HD 1080)|1080i, 1080p, 480i, 480p, 576i, 576p, 720p|||||No|||No|||55 - 76 Hz|100 x 100 mm|1|||||170 °|160 °||Yes|5 kg||513 mm|||
No|AOC e2752Va - MediaShopUK||Yes||16:9|||W-LED|||['No', 'No']||['Yes', 'Yes']||['Kensington', 'Kensington']|['AC, Audio (3.5mm), DVI, VGA', 'AC, Audio (3.5mm), DVI, VGA']||EuPFCCGOSTISO 9241-307RoHSTCO 5.0TÜV-Bauart|['Black', 'Black']||||||||20000000:1|1200:1|||210 mm|30 - 83 kHz|55 - 75 Hz|||LED|300 cd/m²|"685.8 mm (27 "")"|68.8 cm|16.77 M|1920 x 1080 pixels|||||||1|||Unspecified|Yes|Silver||||Full HD|Yes|||3.5 mm|1||No|452 mm||50/60 Hz|90 - 240 V|||||||||||||['Yes', 'Yes']||['Yes', 'Yes']|||||||||Yes||['No', 'No']|No||0.311 x 0.311 mm||||0.5 W||0.5 W|38 W||['Yes', 'Yes']||||||5 ms|||||||['.', '.']|['Yes', 'Yes']|||1920 x 1080 (HD 1080)||||No||No|Yes|-3 - 19 °|No||||100 x 100 mm|1|||597.89 mm|336.31 mm|170 °|160 °||Yes|5.29 kg|||645.7 mm||
No|AG Neovo X-19 - MediaShopUK||||||||||['No', 'No']||['No', 'No']||['Kensington', 'Kensington']|['AC, DVI, VGA', 'AC, DVI, VGA']||TUV/Bauart, CB, FCC, CE, BSMI, GOST-R, WEEE, RoHS, Vista/Basic, REACH|['Black', 'Black']|||||1||||3000:1||419 mm||30 - 80 kHz|56 - 75 Hz|||LCD|250 cd/m²|"482.6 mm (19 "")"||16.77 M|1280 x 1024 pixels|||||||1|||||||||No|No|||||175 mm||||50/60 Hz|100 - 240 V||||['Yes', 'Yes']|||||||||||||10 - 90 %|0 - 40 °C||10.7 kg|520 mm|226 mm|538 mm||||||||||1 W||2 W|48 W||||||['Yes', 'Yes']||3 ms|||||||||5 - 95 %|-20 - 60 °C|1280 x 1024 (SXGA)||1||||No||0 - 15 °|No|||||1|||||170 °|160 °||Yes|7.9 kg||444 mm|||
|DELL E2210 - MediaShopUK||||16:10||||||['No', 'No']||['No', 'No']||||||['Black', 'Black']|||||||||1000:1||163.9 mm|||||||250 cd/m²|"558.8 mm (22 "")"|||1680 x 1050 pixels|||||||1||||Yes|||||||||||406.7 mm|||||||||['Yes', 'Yes']|||||||||||||10 - 80 %|32 - 104 °F||7.03 kg (15.5 lbs)|||||||||0.282 x 0.282 mm|||||||28 W|||100 - 240 V, AC|||['Yes', 'Yes']||5 ms|||||||['.', '.']|['Yes', 'Yes']||-20 - 60 °C||||||||||No|||||1|||||170 °|160 °|||['4.4 kg', '4.4 kg (9.7 lbs)', '4.4 kg (9.7 lbs)']||511.2 mm|||
No|ASUS VE228TR - MediaShopUK||||16:9||||||['No', 'No']||['Yes', 'Yes']||['Kensington', 'Kensington']|['AC, Audio (3.5mm), VGA', 'AC, Audio (3.5mm), VGA']||CEL, UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS, RoHS,WEEE|['Black', 'Black']||||||||80000000:1|1000:1||56.9 mm|201.82 mm|30 - 83 kHz|50 - 76 Hz|||LED|250 cd/m²|"546.1 mm (21.5 "")"|54.6 cm|16.77 M|1920 x 1080 pixels|||||||1||||Yes|||||Full HD||||||305.51 mm|No|385.96 mm|30 - 83 kHz|50/60 Hz|100 - 240 V||||||||||['2', '2']|||||||||||148 mm|468 mm|576 mm||||||0.248 x 0.248 mm||||0.5 W||0.5 W|35 W||||||['Yes', 'Yes']||5 ms|['2 W', '2 W']||||||['.', '.']||||1920 x 1080 (HD 1080)|1080p|||||No||-5 - 20 °|No|||50 - 76 Hz|100 x 100 mm|1|||||170 °|160 °||Yes|4.1 kg||512.84 mm|512.84 mm||
|LG 29EA73-P - MediaShopUK||||21:9||||||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']|||['DVI, MHL, USB', 'DVI, MHL, USB']|||['Black', 'Black']||||||||5000000:1|||68.5 mm|208.5 mm|||||LED|300 cd/m²|"736.6 mm (29 "")"||16.77 M|2560 x 1080 pixels|||IPS||1|Yes|1|||Unspecified|||||||Yes||2|||318 mm||387 mm|||100 - 240 V|||['Yes', 'Yes']|||||||['2', '2', '2']||||||||||||||||||||||||||48 W||||||||5 ms|['14 W', '14 W', '14 W']||||||['.', '.']||||2560 x 1080||||||||-5 - 20 °|['No', 'No']||3||100 x 100 mm||||||178 °|178 °||Yes|5.21632 kg|5.80599 kg|699.7 mm|699.7 mm||
No|Wortmann AG Terra 2230W PV, Greenline Plus - MediaShopUK||Yes||16:10||||||['No', 'No']||['Yes', 'Yes']||['Yes', 'Yes']|||CE, CB, TUV GS, ISO 9241-307, TCO Displays 6.0|['Black, Silver', 'Black, Silver']||||||||15000000:1|||52 mm|214 mm|30 - 82 kHz|56 - 76 Hz|||LED|250 cd/m²|"558.8 mm (22 "")"|55.9 cm|16.77 M|1680 x 1050 pixels|||TN+Film|||Yes||||Unspecified|Yes||||||Yes|||||342 mm|Yes|||50/60 Hz|100 - 240 V|||||||||||||['Yes', 'Yes']||||||||||||||Yes||0.282 x 0.282 mm||['Yes', 'Yes']||||0.5 W|16 W||||||||5 ms|||||||||||1680 x 1050 (WSXGA+)|||-45 - 45 °|Yes||No|Yes|-5 - 20 °|No||||100 x 100 mm|1|||||170 °|160 °||Yes|4.8 kg||518 mm|518 mm||
No|Benq GW2460HM - MediaShopUK||||16:9|Yes|||||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']||['Kensington', 'Kensington']||||['Black', 'Black']||||||||20000000:1|3000:1||194 mm|54 mm|||||LED|250 cd/m²|"609.6 mm (24 "")"||16.77 M|1920 x 1080 pixels|||PVA|||Yes||||Unspecified|Yes|||||Full HD|Yes||1|3.5 mm||565 mm|No|565 mm|||90 - 264 V||||||||||['2', '2', '2']|['17', '17']||['Yes', 'Yes']||['Yes', 'Yes']||||||||||||||0.276 x 0.276 mm|||22 W||0.3 W||||||||||4 ms|['2 W', '2 W', '2 W']||||||||||1920 x 1080 (HD 1080)||||||No|Yes|-5 - 20 °|['No', 'No']||||100 x 100 mm|1|||||178 °|178 °||Yes|3.6 kg|5 kg|434 mm|334 mm||['Windows Vista Home Premium, Windows Vista Home Premium x64', 'Windows Vista Home Premium, Windows Vista Home Premium x64']
|Philips 221B3LPCS/02 LED display - MediaShopUK|||||Yes|Yes|W-LED|||['No', 'No']|['No', 'No']|['Yes', 'Yes']||['Kensington', 'Kensington']||['No', 'No']|BSMI, CE-Zeichen, FCC, GOST, SEMKO, TCO 5.1, TÜV/GS, TÜVErgo, UL/cULRoHS|['Silver', 'Silver']|No|No|['No', 'No']|||||20000000:1|1000:1||59 mm|227 mm|||||LED|250 cd/m²|"546.1 mm (21.5 "")"|54.6 cm|16.77 M|1920 x 1080 pixels|Yes||||||1|||Unspecified|Yes|Gold|No|||Full HD|Yes|['No', 'No']|||1|323 mm|Yes|480 mm|30 - 83 kHz|50/60 Hz|100 - 240 V||||||['30000 h', '30000 h']||||['2', '2']|['8', '8']||['Yes', 'Yes']|['CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS', 'CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS']|||20 - 80 %|0 - 40 °C||7.12 kg|186 mm|361 mm|568 mm|Yes|||Yes||0.248 x 0.248 mm||['Yes', 'Yes']||||0.1 W|17.8 W||||||||5 ms|['3 W', '3 W']|||||Yes|['.', '.']|||-20 - 60 °C|1920 x 1080 (HD 1080)|||||Yes|No|Yes|-5 - 20 °|No|2||56 - 75 Hz|100 x 100 mm|1|||476.6 mm|268.1 mm|176 °|170 °||Yes|3.4 kg||507 mm|507 mm|No|
