3d capable|<page title>|aspect ratio|brightness|builtin devices|bundled with|character resolution|colour|colour support|compliant standards|contrast ratio|designed for|device type|diagonal size|diagonal size cm|digital tv tuner|dimensions wxdxh|display format|display position adjustments|energy class|energy consumption per year|environmental standards|features|hdcp compatible|hdmi ports qty|height rack units|image aspect ratio|input connectors|kvm switch|lcd backlight technology|localisation|manufacturer selling program|manufacturer warranty|microsoft certification|native resolution|panel type|pc interface|pixel pitch|power|power consumption operational|product description|product type|remote control|resolution|response time|screen coating|speaker system|speakers|targeting|technology|tv tuner|usb port|video interface|video wall components qty|weight
|"OHC24 Shop : Monitor > Monitor search help > AOC I2269VWM 54.61CM 21.5"" WLED 54.6 cm (21 > 5"")/ 1.920"|Widescreen - 16:9|250 cd/m2|||||16.7 million colours|GOST, FCC, ISO 9241-307, TUV Bauart, TCO '05, EuP, NRTL|1000:1 / 50000000:1 (dynamic)||"LED-backlit LCD monitor - 21.5"""||||49.83 cm x 7.37 cm x 29.8 cm||Tilt|||ENERGY STAR Qualified||||||2xHDMI, VGA, DisplayPort|||||3 years warranty||FullHD 1920 x 1080 at 60 Hz|IPS||0.248 mm|||"AOC Value I2269VWM - LED monitor - 21.5"""||||6 ms (grey-to-grey)||||||||||4.65 kg
|OHC24 Shop : Monitor > Monitor search help > Hewlett-Packard U160 15.6IN USB 2.0 HP U160 D4T56AA#ABB|Widescreen - 16:9|180 cd/m2||||Black|262,144 colours|Plug and Play, VCCI, C-Tick, BSMI, GOST, cUL, SABS, SASO, CB, CCC, PSB, FCC, C-ETL, RoHS, IEC 60950-1, KCC, WEEE, Green Mark, ICES, S Mark, TUV Bauart, KC, CECP, CEL, Nordic Ecolabel, GOST-R 50377-1992, NOM-019-SCFI-1998|500:1||"LED-backlit LCD monitor - 15.6"""||||37.7 cm x 2.6 cm x 27.85 cm - with stand||Tilt|||ENERGY STAR Qualified||||||USB|||English / Europe||||1366 x 768 at 60 Hz|TN||0.252 mm|||"HP U160 - LED monitor - 15.6"""||||12 ms|Anti-glare|||||||||1.54 kg
|"OHC24 Shop : Monitor > Monitor search help > 3M C2234SW 55.9CM/22IN 250CD/QM 55.9 cm (22 "")/ DE272948162"|Widescreen|250 cd/m2|||||16.7 million colours|FCC Class B certified, TUV, CCC, RoHS|1000:1||"LCD monitor - 22"""||||50 cm x 5.187 cm x 32.84 cm|||||||||||DVI, VGA|||||3 years warranty||1680 x 1050|||0.282 mm|||"3M MicroTouch C2234SW - LCD monitor - 22"""||||5 ms||||||||||6.4 kg
|OHC24 Shop : Monitor > Monitor search help > Elo Touch Solutions KIT VFD CUST DISPLAY2 USB ESYXXDX-R    E632206||600 cd/m2|||2 lines x 20 characters||||||Customer display||||||||||||||||||||3 years from manufacture date||||||||Elo Customer Display - customer display||||||||||||||
|OHC24 Shop : Monitor > Monitor search help > LG - 23ET63V|Widescreen - 16:9|250 cd/m2||||Black|16.7 million colours|Plug and Play, FCC Class B certified, UL, cUL, DDC/CI|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 23"" - Multi-Touch"||||55.5 cm x 5.3 cm x 33.8 cm - with stand||Tilt|||ENERGY STAR Qualified , EPEAT Gold||||||HDMI, VGA|||||||FullHD 1920 x 1080|IPS||0.2652 mm|||"LG 23ET63V - LED monitor - 23"""||||5 ms|Anti-glare, 3H Hard Coating|||||||||4.4 kg
|OHC24 Shop : Monitor > Monitor search help > Elo Desktop Touchmonitors - 1519LM Projected Capacitive E277603|Widescreen - 16:9|225 cd/m2|Touch-screen|||White|16.7 million colours|EN55022, NOM, EN55024, UL 60950, FCC, UL 60601-1, RoHS, EN 60950-1, CSA C22.2 No. 60950-1-03, ICES, EN 60601-1-2, S Mark, EN 60601-1, CSA C22.2 No. 60601-1, FCC CFR47 Part 18 B|500:1||"LCD monitor - colour - 15.6"""||||39.47 cm x 21.32 cm x 28 cm - with stand||Pivot (rotation), tilt|||||||||DVI-D, VGA|||Latin America, North America, South America, Central America||3 years warranty||1366 x 768 at 60 Hz||||||"Elo Desktop Touchmonitors 1519LM Projected Capacitive - LCD monitor - colour - 15.6"""||||8 ms|||Internal|||||||5.2 kg
|"OHC24 Shop : Monitor > Monitor search help > Samsung Monitor 23.6""S.masterS24C20BL LS24C20KBL/EN"|Widescreen - 16:9|250 cd/m2||||Matte black|16.7 million colours||1000:1||"LED-backlit LCD monitor - 23.6"""||||55.46 cm x 18.5 cm x 41.23 cm - with stand||Tilt|||ENERGY STAR Qualified||||||DVI-D, VGA|||||3 years warranty|Compatible with Windows 7|FullHD 1920 x 1080|TN||0.2715 mm|||"Samsung S24C200BL - LED monitor - 23.6"""||||5 ms||||||||||4.1 kg
|"OHC24 Shop : Monitor > Monitor search help > AOC 27"" i2769Vm LED >  Lautsprecher >  5ms >  250cd/m2 >  I2769VM"|Widescreen - 16:9|250 cd/m2|||||16.7 million colours|GOST, FCC, RoHS, ISO 9241-307, TUV Bauart, TCO '05, EuP, NRTL|1000:1 / 50000000:1 (dynamic)||"LED-backlit LCD monitor - 27"""||||62.2 cm x 13 cm x 44.9 cm||Tilt|||ENERGY STAR Qualified||||||2xHDMI, VGA|||||3 years warranty||FullHD 1920 x 1080 at 60 Hz|IPS||0.311 mm|||"AOC Value I2769VM - LED monitor - 27"""||||5 ms (grey-to-grey)||||||||||4.99 kg
|OHC24 Shop : Monitor > Monitor search help > Elo Touch Solutions 1919L - 19IN IT - dark grey E015447|Widescreen - 16:9|225 cd/m2|Touch-screen , stereo speakers|||Black|16.7 million colours|UL, VCCI, BSMI, cUL, NOM, CB, CCC, RoHS, KCC, WEEE|1000:1||"LCD monitor - 19"""||||||Pivot (rotation), tilt|||||||||VGA|||EMEA||3 years warranty||1366 x 768 at 60 Hz||||||"Elo 1919L - LCD monitor - 19"""||||5 ms|Anti-glare||Internal|||||||6.8 kg
|OHC24 Shop : Monitor > Monitor search help > Value 26.99.0072||250 cd/m2|Keyboard, touchpad||||||400:1||"KVM console - 17"""|||||||||||||1U||VGA|PS/2||Swiss||||1024 x 768||||||"Rotronic Value 17 - KVM console - 17"""||||||||||||||
|"OHC24 Shop : Monitor > Monitor search help > AOC E2260PWHU 54 > 7CM 21.5"" WLED 54.6 cm (21 > 5"")/"|Widescreen - 16:9|250 cd/m2|Speaker||||16.7 million colours|TUV GS, DDC-1, DDC-2B, FCC, DDC/CI, RoHS, TCO Displays 5.0, ISO 9241-307|1000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 21.5"""||||51.1 cm x 24.45 cm x 52.37 cm|||||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA|||||3 years warranty||1920 x 1080 at 60 Hz|||0.248 mm|||"AOC Value e2260Pwhu - LED monitor - 21.5"""||||2 ms|||Integrated|||||||
|OHC24 Shop : Monitor > Monitor search help > Elo Touch Solutions 2740L > 27-INCH LCD > INTELLITOUCH E220828|Widescreen - 16:9|300 cd/m2|Touch-screen|||Black|16.7 million colours|UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, S Mark, E-Standby|3000:1||"LED-backlit LCD monitor - 27"" - Multi-Touch"||||63.22 cm x 4.26 cm x 37.34 cm - with stand|||||||||||DVI-D, VGA|||Worldwide||3 years warranty||FullHD 1920 x 1080 at 60 Hz||||||"Elo 2740L - LED monitor - 27"""||||12 ms||||||||||7.5 kg
|"OHC24 Shop : Monitor > Monitor search help > Acer Touch Monitor 27"" > T272HULbmi LED UM.HT2EE.011"|Widescreen - 16:9|300 cd/m2|Microphone , camera|||Black||MPR II|100000000:1 (dynamic)||"LED-backlit LCD monitor - 27"" - Multi-Touch"|||||||||||||||HDMI, DVI, DisplayPort|||EMEA||2 years warranty||QHD 2560 x 1440||||||"Acer T272HUL - LED monitor - 27"""||||5 ms||||||||||
Yes|"OHC24 Shop : Monitor > Monitor search help > BenQ XL2411Z LED TN-Panel >  24"" Wide >  1ms >  9H.L9SLB.RBE"|Widescreen - 16:9|350 cd/m2||||Black / red|16.7 million colours||1000:1 / 12000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||57 cm x 22.2 cm x 43.1 cm||Height, pivot (rotation), swivel, tilt|||||||||HDMI, DVI-D, VGA|||||||1920 x 1080|TN||0.276 mm|||"BenQ XL2411Z - 3D LED monitor - 24"""||||1 ms (grey-to-grey)||||||||||6 kg
|OHC24 Shop : Monitor > Monitor search help > Iiyama ProLite - B2888UHSU-B1|Widescreen - 16:9|300 cd/m2||||Black|1.07 billion colours|VESA DPMS, TUV Bauart, VCCI Class B|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 28"""||||66.3 cm x 23 cm x 41.2 cm||Height, swivel, tilt|||||||||HDMI, DVI-D, VGA, 2xDisplayPort, MHL|||||||4K 3840 x 2160 at 60 Hz|TN||0.16 mm|||"Iiyama ProLite B2888UHSU-B1 - LED monitor - 28"""||||1 ms|||Integrated|||||||7.7 kg
|OHC24 Shop : Monitor > Monitor search help > LG Electronics FLATRON 34UM95-P LED 86CM 34IN AH-IPS|Widescreen - 21:9|320 cd/m2|USB 3.0 hub|||Black, silver|1.07 billion colours|Plug and Play, FCC Class B certified, UL, TUV, cUL, EN 61000-3-3, EN55024, EN55022 Class B, DDC/CI, EN 61000-3-2:2006, EN 60950-1:2006|1000:1 / 10000000:1 (dynamic)||"LED-backlit LCD monitor - 34"""||||82.99 cm x 17.3 cm x 46.89 cm - with stand||Height, tilt|||ENERGY STAR Qualified||||||2xHDMI, DisplayPort|||||2 years warranty||QHD 3440 x 1440 at 60 Hz|AH-IPS||0.231 mm|||"LG 34UM95-P - LED monitor - 34"""||||5 ms (grey-to-grey)|Anti-glare, 3H Hard Coating||Integrated|||||||6.84 kg
|OHC24 Shop : Monitor > Monitor search help > Asus VS248H 24W TN LED 1920X1080 250CD/IN 2MS 90LME3101Q00041C|Widescreen - 16:9|250 cd/m2||||Black|16.7 million colours|UL, VCCI, C-Tick, BSMI, cUL, WHQL, CB, CCC, PSB, FCC, RoHS, WEEE, GOST-R, J-MOSS, ErP Ready|50000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||57.3 cm x 20.6 cm x 41.2 cm - with stand||Tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA|||||3 years warranty||FullHD 1920 x 1080|||0.2768 mm|||"ASUS VS248H - LED monitor - 24"""||||2 ms||||||||||4.1 kg
|"OHC24 Shop : Monitor > Monitor search help > Iiyama T2236MSC-B1 55CM 21 > 5IN LED 54.6 cm (21.5"")/"|Widescreen - 16:9||Touch-screen|||Black|16.7 million colours|DDC-2B, VESA DPMS, TUV Bauart|3000:1||"LED-backlit LCD monitor - 22"" - Multi-Touch"||||52.25 cm x 23.85 cm x 12.8 cm||Height, tilt|||||||||HDMI, DVI-D, VGA|||||||FullHD 1920 x 1080|A-MVA||0.248 mm|||"Iiyama ProLite T2236MSC-1 - LED monitor - 22"""||||12 ms|||Integrated|||||||6.6 kg
|OHC24 Shop : Monitor > Monitor search help > Iiyama ProLite - B2283HS B2283HS-B1|Widescreen - 16:9|250 cd/m2||||Black|16.7 million colours|TUV GS, DDC-2B, VESA DPMS, TCO Displays, VCCI Class B|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 21.5"""||||50.5 cm x 2.3 cm x 37.15 cm||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA|||||||FullHD 1920 x 1080|TN||0.248 mm|||"Iiyama ProLite B2283HS - LED monitor - 21.5"""||||2 ms|||Integrated|||||||4.8 kg
|OHC24 Shop : Monitor > Monitor search help > Elo Touch Solutions ET1717L Touchdisplay E679434|5:4|250 cd/m2|Touch-screen|||White|16.7 million colours|UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, S Mark, China RoHS|800:1||"LED-backlit LCD monitor - 17"""||||39.2 cm x 21.5 cm x 36.1 cm - with stand|||||||||||VGA|||Worldwide||3 years warranty||1280 x 1024 at 75 Hz||||||"Elo Desktop Touchmonitors 1717L AccuTouch Zero-Bezel - LED monitor - 17"""||||5 ms (tr - tf)|Anti-glare|||||||||5.4 kg
|"OHC24 Shop : Monitor > Monitor search help > Samsung LS27C65UDS 27IN 300CD 68.6 cm (27 "")/ LS27C65UDS/EN"|Widescreen - 16:9|300 cd/m2|USB Hub|||Matte black|16.7 million colours||5000:1||"LED-backlit LCD monitor - 27"""||||63.9 cm x 22.4 cm x 53.28 cm - with stand||Height, pivot (rotation), swivel, tilt|||||||||DVI-D, VGA, DisplayPort|||||3 years warranty||FullHD 1920 x 1080|||0.31125 mm|||"Samsung S27C650D - LED monitor - 27"""||||4 ms (grey-to-grey)||||||||||6.2 kg
|"OHC24 Shop : Monitor > Monitor search help > Samsung Monitor 27"" S.master S27A850T LS27A850TS/EN"|16:9|300 cd/m2|USB Hub|||Matte black|16.7 million colours|Plug and Play, DDC-2B, TCO Displays 5.0|||"LED-backlit LCD monitor - 27"""||||64.3 cm x 22.5 cm x 44.3 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified , EPEAT Gold||||||HDMI, DVI-D, DisplayPort||||||Compatible with Windows 7|2560 x 1440||||||"Samsung S27A850T - LED monitor - 27"""||||5 ms||||||||||
|OHC24 Shop : Monitor > Monitor search help > NEC MultiSync - E232WMT 60003680|Widescreen - 16:9|250 cd/m2|Touch-screen , 2 microphones, USB 3.0 hub, FHD camera|||Black|16.7 million colours|Plug and Play, DDC-2B, VESA DPMS, FCC Part 15 B, DDC/CI, RoHS, ISO 9241-307, WEEE, TCO Displays 6.0|1000:1 / 25000:1 (dynamic)||"LED-backlit LCD monitor - 23"" - Multi-Touch"||||56.1 cm x 24.97 cm x 35.49 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA|||||3 years warranty|Compatible with Windows 7|FullHD 1920 x 1080|AH-IPS||0.27 mm|||"NEC MultiSync E232WMT - LED monitor - 23"""||||5 ms|||Integrated|||||||7.6 kg
|OHC24 Shop : Monitor > Monitor search help > BenQ - BL2211M 9H.LATLA.RPE|Widescreen - 16:10|250 cd/m2||||Black|16.7 million colours|TCO Displays 6.0|1000:1 / 12000000:1 (dynamic)||"LED-backlit LCD monitor - 22"""||||52.215 cm x 18.394 cm x 41.4 cm - with stand||Tilt|||||||||DVI, VGA|||||||1680 x 1050|TN||0.28 mm|||"BenQ BL2211M - LED monitor - 22"""||||5 ms|||Integrated|||||||4.2 kg
|OHC24 Shop : Monitor > Monitor search help > LG Electronics FLATRON 27EB22PY-W 69CM 27IN 68.6 cm|Widescreen - 16:9|250 cd/m2|USB Hub|||Matt white|16.7 million colours|Plug and Play, CSA, UL, TUV GS, NEMKO, SEMKO, EN 61000-3-3, EN55024, EN55022 Class B, TUV Ergo, DDC/CI, ISO 9241-307, EN 61000-3-2:2006, TCO Displays 6.0, EN 60950-1:2006|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 27"""||||64.4 cm x 25.9 cm x 41 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||DVI-D, VGA, DisplayPort|||||||FullHD 1920 x 1080 at 60 Hz|AH-IPS||0.311 mm|||"LG 27EB22PY-W - LED monitor - 27"""||||14 ms|Anti-glare, 3H Hard Coating||Integrated|||||||6.5 kg
|"OHC24 Shop : Monitor > Monitor search help > LG Electronics Monitor 24"" 24EB23PM-W IPS 24EB23PM-W.AEU"|Widescreen - 16:10|300 cd/m2||||Matt white|16.7 million colours|Plug and Play, CSA, UL, TUV GS, NEMKO, SEMKO, EN 61000-3-3, EN55024, EN55022 Class B, TUV Ergo, DDC/CI, RoHS, ISO 9241-307, EN 61000-3-2:2006, TCO Displays 6.0, EN 60950-1:2006|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||55.84 cm x 23.9 cm x 39.5 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||DVI-D, VGA|||||||1920 x 1200|AH-IPS||0.269 mm|||"LG 24EB23PM-W - LED monitor - 24"""||||5 ms (grey-to-grey)|Anti-glare, 3H Hard Coating||Integrated|||||||5.4 kg
|"OHC24 Shop : Monitor > Monitor search help > AG Neovo C-19P 48 > 2CM 19IN LED 48.3 cm (19"")/ C190B011E0100"||250 cd/m2|||||16.7 million colours|DDC-2B, CB, FCC, RoHS, WEEE, GOST-R, REACH|60000:1 (dynamic)||"LCD monitor - 19"""||||41 cm x 21 cm x 41.2 cm||Tilt|||||||||DVI-D, VGA|||||||1280 x 1024|||0.294 mm|||"Neovo C19 - LCD monitor - 19"""||||3 ms|Anti-glare, 3H Hard Coating||Integrated|||||||4.2 kg
|"OHC24 Shop : Monitor > Monitor search help > Philips 247E4LHSB/00/24"" LED Monitor >"|Widescreen - 16:9|250 cd/m2||||Glossy black|16.7 million colours|Plug and Play, FCC Class B certified, UL, BSMI, GOST, cUL, SASO, SEMKO, PSB, DDC/CI, RoHS, Lead-Free, ISO 9241-307, WEEE, TCO Displays 6.0|1000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 23.6"""||||55.7 cm x 19.3 cm x 43.4 cm - with stand||Tilt|||ENERGY STAR Qualified||||||2xHDMI, VGA|||||3 years warranty||FullHD 1920 x 1080 at 60 Hz|||0.272 mm|||"Philips E-line 247E4LHSB - LED monitor - 23.6"""||||5 ms (typical); 2 ms (grey-to-grey)||||||||||3.44 kg
|"OHC24 Shop : Monitor > Monitor search help > NEC E224WI LED 54.6CM 21 > 5IN AN/DI 54.6 cm (21.5"")/ 60003583"|Widescreen - 16:9|250 cd/m2||||White|16.7 million colours|FCC Class B certified, TUV GS, DDC-2B, MPR III, TUV Ergo, PSB, RoHS, TCO Displays 6.0|1000:1||"LED-backlit LCD monitor - 22"""||||50.74 cm x 21.39 cm x 36.45 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||DVI-D, VGA, DisplayPort|||||3 years warranty||1920 x 1080 at 60 Hz|IPS||0.248 mm|||"NEC MultiSync E224Wi - LED monitor - 22"""||||6 ms (grey-to-grey)||||||||||5.9 kg
|OHC24 Shop : Monitor > Monitor search help > AOC Professional - U3477PQU|Widescreen - 21:9|320 cd/m2||||Black|1.07 billion colours|Plug and Play, TUV GS, GOST, RoHS, TCO '06, ISO9241-307|1000:1 / 80000000:1 (dynamic)||"LED-backlit LCD monitor - 34"""||||82.8 cm x 22.92 cm x 62.45 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA, DisplayPort|||||3 years warranty||3440 x 1440 at 60 Hz|IPS||0.2325 mm|||"AOC Professional U3477PQU - LED monitor - 34"""||||5 ms (grey-to-grey)|||Integrated|||||||10 kg
|"OHC24 Shop : Monitor > Monitor search help > Lenovo ThinkVision LT2934z 60A5RAT1 29"" 21:9 60A5RAT1CH"|Widescreen - 21:9|300 cd/m2|2 microphones, USB 3.0 hub, FHD camera|||Black with dark metallic bezel|16.7 million colours|FCC Class B certified, VESA FPMPMI, RoHS, ISO 9241-307, TUV GM, DDC-2B/CI, TCO Displays 6.0, UL Environmental SPC Gold, TCO Certified Edge 1.2|1000:1 / 3000000:1 (dynamic)||"LED-backlit LCD monitor - 29"""||||69.92 cm x 23.97 cm x 38 cm||Height, swivel, tilt|||ENERGY STAR Qualified , EPEAT Gold||||||HDMI, DVI-I, VGA, DisplayPort|||Liechtenstein, Switzerland|TopSeller|3 years warranty|Compatible with Windows 7|2560 x 1080 at 60 Hz|AH-IPS||0.2628 mm|||"Lenovo ThinkVision LT2934z - LED monitor - 29"" - TopSeller"||||7 ms (grey-to-grey)|Anti-glare||Internal|||||||8.3 kg
|OHC24 Shop : Monitor > Monitor search help > Dell UltraSharp - U2913WM 210-41206|Widescreen - 21:9|300 cd/m2|USB 3.0 hub|||Black|16.7 million colours||1000:1 / 2000000:1 (dynamic)||"LED-backlit LCD monitor - 29"""||||69.98 cm x 19.42 cm x 35.87 cm - with stand||Height, swivel, tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA, DisplayPort, Mini DisplayPort||||||Compatible with Windows 7|2560 x 1080 at 60 Hz|AH-IPS||0.09 mm|||"Dell UltraSharp U2913WM - LED monitor - 29"""||||8 ms (grey-to-grey)|Anti-glare, 3H Hard Coating|||||||||
|OHC24 Shop : Monitor > Monitor search help > Elo Open-Frame Touchmonitors - 1537L CarrollTouch E461378|4:3|230 cd/m2|Touch-screen|||Black, steel|16.2 million colours|UL, TUV GS, VCCI, C-Tick, cUL, SEMKO, IC, FCC, RoHS|500:1||"LCD monitor - 15"""||||33.6 cm x 4.1 cm x 26.4 cm|||||||||||VGA|||||3 years warranty||1024 x 768 at 75 Hz||||||"Elo Open-Frame Touchmonitors 1537L CarrollTouch - LCD monitor - 15"""||||14.5 ms|Anti-glare|||||||||3 kg
|OHC24 Shop : Monitor > Monitor search help > Elo Desktop Touchmonitors - 1519L iTouch Plus E287348|Widescreen - 16:9|225 cd/m2|Touch-screen|||Dark grey|16.7 million colours|UL, VCCI, BSMI, cUL, NOM, CB, CCC, RoHS, WEEE, S Mark, KC, China RoHS|500:1||"LCD monitor - 15.6"""||||38.3 cm x 21.3 cm x 27.7 cm - with stand||Pivot (rotation), tilt|||||||||VGA|||Worldwide||3 years warranty||1366 x 768 at 60 Hz||||||"Elo Desktop Touchmonitors 1519L iTouch Plus - LCD monitor - 15.6"""||||8 ms|||Internal|||||||5.14 kg
|OHC24 Shop : Monitor > Monitor search help > Iiyama PL T1531SR-W1|4:3|200 cd/m2|Touch-screen , stereo speakers|||White|16.7 million colours|Plug and Play, FCC Class B certified, UL, TUV, VCCI Class B ITE, cUL|500:1||"LCD monitor - 15"""||||35.1 cm x 30.6 cm x 20.2 cm||Tilt|||||||||DVI-D, VGA|||||||1024 x 768|TN||0.297 mm|||"Iiyama ProLite T1531SR-W1 - LCD monitor - 15"""||||8 ms|||Integrated|||||||4.1 kg
|"OHC24 Shop : Monitor > Monitor search help > ATEN Technology LCD KVM-Konsole 17"""" VGA PS/2 CL1000M"|||Keyboard, touchpad||||||||"KVM console - 17"""||||59.9 cm x 48 cm x 4.6 cm|||||||||1U||VGA|||||1 year warranty||1280 x 1024||||||"ATEN CL1000M - KVM console - 17"""||||||||||||||13.6 kg
|OHC24 Shop : Monitor > Monitor search help > AOC Value - I2476VWM|Widescreen - 16:9|250 cd/m2||||Black|16.7 million colours|Plug and Play, GOST, RoHS, ISO 9241-307, TCO '06, cTUVus, TUV Bauart, EuP|1000:1 / 50000000:1 (dynamic)||"LED-backlit LCD monitor - 23.6"""||||55.81 cm x 18.34 cm x 42.78 cm||Tilt|||ENERGY STAR Qualified||||||HDMI, VGA|||||3 years warranty||1920 x 1080 at 60 Hz|ADS-IPS||0.2715 mm|||"AOC Value I2476VWM - LED monitor - 23.6"""||||5 ms (grey-to-grey)||||||||||3.84 kg
|OHC24 Shop : Monitor > Monitor search help > Elo Desktop Touchmonitors - 1928L AccuTouch E522556|5:4|246 cd/m2|Touch-screen|||Beige|16.7 million colours|MPR II, UL, VCCI, cUL, IEC 61000-4-3, VESA DPMS, CB, C-Tick Class B, EN 61000-4-3, CCC, IC, MIC, EK, FCC, RoHS, DDC|1300:1||"LCD monitor - 19"""||||42.9 cm x 21.2 cm x 39 cm - with stand||Tilt|||||||||DVI-D, VGA|||North America, South America, Central America, EMEA||3 years warranty||1280 x 1024 at 75 Hz||||||"Elo Desktop Touchmonitors 1928L AccuTouch - LCD monitor - 19"""||||20 ms|Anti-glare|||||||||8 kg
|OHC24 Shop : Monitor > Monitor search help > LG - 24MB65PM-W|Widescreen - 16:10|250 cd/m2||||Alabaster gray|16.7 million colours|Plug and Play, DDC/CI|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||55.84 cm x 23.9 cm x 39.5 cm - with stand||Height, pivot (rotation), tilt|||ENERGY STAR Qualified||||||DVI-D, VGA|||||3 years warranty||FullHD 1920 x 1200 at 60 Hz|AH-IPS||0.269 mm|||"LG 24MB65PM-W - LED monitor - 24"""||||5 ms (grey-to-grey)|Anti-glare, 3H Hard Coating||Integrated|||||||5.4 kg
|"OHC24 Shop : Monitor > Monitor search help > BenQ EWL2740L 68.58cm (27"") LED Monitor 9H.LAFLB.QBE"|Widescreen - 16:9|300 cd/m2||||Black|16.7 million colours|TUV Bauart, TCO Displays 6.0|3000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 27"""||||62.3 cm x 19.1 cm x 45.1 cm||Tilt|||ENERGY STAR Qualified||||||2xHDMI, VGA|||||2 years warranty||FullHD 1920 x 1080|VA||0.311 mm|||"BenQ EW2740L - LED monitor - 27"""||||12 ms (tr - tf); 4 ms (gray-to-gray)||||||||||4.2 kg
|"OHC24 Shop : Monitor > Monitor search help > Philips 231P4QPYEB/23"" IPS Monitor black 1920 x 231P4QPYEB/00"|Widescreen - 16:9|250 cd/m2|USB Hub|||Textured black|16.7 million colours|Plug and Play, FCC Class B certified, UL, TUV GS, BSMI, GOST, cUL, SASO, SEMKO, TUV Ergo, DDC/CI, RoHS, WEEE, TCO Displays 5.2|1000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 23"""||||54.7 cm x 22 cm x 51.5 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified , EPEAT Gold||||||DVI-D, VGA, DisplayPort|||||3 years warranty||FullHD 1920 x 1080 at 60 Hz|IPS||0.265 mm|||"Philips Brilliance P-line 231P4QPYEB - LED monitor - 23"""||||14 ms (typical); 7 ms (gray-to-gray)|||Integrated|||||||5.23 kg
|"OHC24 Shop : Monitor > Monitor search help > Acer V246HLBMD FULL HD LED PANEL 61 cm (24 "")/ UM.FV6EE.007"|Widescreen - 16:9|250 cd/m2||||Black|16.7 million colours|TUV GS, ISO 9241-307, TCO Displays 6.0|100000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||56.7 cm x 5.2 cm x 33.59 cm - without stand||Tilt|||||||||DVI-D, VGA|||||||FullHD 1920 x 1080 at 60 Hz|TN||0.276 mm|||"Acer V246HLbmd - LED monitor - 24"""||||5 ms|||Internal|||||||
|"OHC24 Shop : Monitor > Monitor search help > BenQ GW2760HM 27IN 16:9 VA PANEL 68.6 cm (27 "")/ 9H.L9LLA.TBE"|Widescreen - 16:9|250 cd/m2||||Glossy black|16.7 million colours|TUV, TCO Displays 6.0|5000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 27"""||||65.5 cm x 18.1 cm x 48.9 cm||Tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA|||||3 years warranty||FullHD 1920 x 1080|VA||0.311 mm|||"BenQ GW2760HM - LED monitor - 27"""||||4 ms (grey-to-grey)|||Integrated|||||||5.5 kg
|"OHC24 Shop : Monitor > Monitor search help > Philips 240P4QPYNS/24"" LED IPS Panel 240P4QPYNS/00"|Widescreen - 16:10|300 cd/m2|USB Hub|||Textured black, textured sliver with black stand|16.7 million colours|Plug and Play, FCC Class B certified, UL, TUV GS, BSMI, GOST, cUL, SASO, SEMKO, TUV Ergo, DDC/CI, RoHS, Lead-Free, WEEE, TCO Displays 6.0|1000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||55.5 cm x 24.4 cm x 55 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||DVI-D, VGA, DisplayPort|||||3 years warranty||1920 x 1200 at 60 Hz|IPS||0.27 mm|||"Philips Brilliance P-line 240P4QPYNS - LED monitor - 24"""||||7 ms (SmartResponse); 14 ms (typical)||||||||||6.97 kg
