3d type|<page title>|additional information|adjustable display angle|adjustable display height|adjustable display pivot|aspect ratio|backlight technology|brand name|brightness|builtin devices|certifications  standards|color|color supported|compatibility|component video|composite video|contrast ratio|country of origin|depth|depth with stand|digital zoom|display orientation|displayport|dvi|features|full product specifications|green compliance certificateauthority|green compliant|hdcp supported|hdmi|headphone|height|height with stand|horizontal frequency|horizontal viewing angle|image sensor|input voltage|interfacesports|limited warranty|manufacturer|manufacturer part number|manufacturer website address|maximum adjustable height|maximum resolution|mount type|multitouch screen|network rj45|number of screens|number of speakers|offmode power consumption|operating power consumption|package contents|package type|packaged quantity|panel technology|platform supported|postconsumerwaste|product line|product model|product name|product series|product type|recycled|recycled content|resolution|response time|screen mode|screen size|screen surface|serial port|speakers|standard refresh rate|standby power consumption|svideo|swivel angle|tilt angle|touchscreen|touchscreen type|usb|usb standard|vertical viewing angle|vesa mount compatible|vesa mount standard|vga|webcam|weight approximate|weight with stand approximate|width|width with stand
|"Viewsonic Td2220 22"" Led Lcd Touchscreen Monitor - 5 Ms - Optical - Multi-touch Screen - 1920 X 1080 - 1,000:1 - 200 Nit - Dvi - Usb - Vga - Epeat Silver, Energy Star, Tco Certified Displays 5.2, Erp, China Energy Label (cel), Weee, Rohs - 3 Year - (TD2220) - SoftwareCity.ca - Canada"||||||LED|Viewsonic|200 cd/mÂ²|USB Hub|TUV NORDISO 9001ISO 14001CECBBSMIPSBSASOC-ticke-standbyKCUL/cULFCC-B (including ICES003)UL CoCGOST-R/HygienicUkrSEPROCCCSVHC list||||||1,000:1||"2.6"" (66.3 mm)"|"9.5"" (240 mm)"||||Yes|||EPEAT Silver, ENERGY STAR, TCO Certified Displays 5.2, ErP, China Energy Label (CEL), WEEE, RoHS|Yes||||"12.2"" (310.4 mm)"|"14.4"" (365 mm)"||170Â°||110 V AC, 220 V AC||3 Year|Viewsonic Corporation|TD2220|http://www.viewsonic.com||1920 x 1080||Yes|||||43 W|"22"" (21.5"" Viewable) Full HD 1080p Optical Touch MonitorPower CableAudio CableAC/DC AdapterVGA CableDVI CableQuick Start GuideWizard CD"||||PC|||TD2220|"22"" (21.5"" Viewable) Full HD 1080p Optical Touch Monitor"||LCD Touchscreen Monitor||||5 ms|Full HD|"22"""|Anti-glare|||76 Hz|||||Yes|Optical|Yes||160Â°|Yes|100 x 100|Yes||3.96 kg|4.92 kg|"20.1"" (510.8 mm)"|"20.1"" (510.8 mm)"
|"Asus Pb278q 27"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 2560 X 1440 - 300 Cd/mÂ² - 80,000,000:1 - Wqhd - Speakers - Dvi - Hdmi - Vga - Displayport - 60 W - Black - Energy Star, Tco Certified Displays 5.2, J-moss (japanese Rohs), Rohs - (PB278Q) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:9|LED|Asus|300 cd/mÂ²|Speaker|UL/cULCBCEFCCCCCISO9241-307BSMIGost-RC-TickVCCIPSEWHQ|Black|||||80,000,000:1||"2.7"" (69.6 mm)"|"8.6"" (218 mm)"|||Yes|Yes|Trace Free Technology, Splendid Video Intelligence Technology, Security Lock, Cable Management||ENERGY STAR, TCO Certified Displays 5.2, J-Moss (Japanese RoHS), RoHS|Yes|Yes|Yes|Yes|"15.2"" (386.2 mm)"|"21.7"" (552.3 mm)"||178Â°||110 V AC, 220 V AC|||ASUS Computer International|PB278Q|http://www.asus.com||2560 x 1440|Wall Mountable|||1|2|500 mW|60 W|PB278Q Widescreen LCD MoitorDual-link DVI CableVGA CableAudio CablePower CordDisplayPort CableQuick Start GuideHDMI CableWarranty Card|||In-plane Switching (IPS) Technology|PC|||PB278Q|PB278Q Widescreen LCD Moitor|PB|LCD Monitor||||5 ms|WQHD|"27"""|||Yes|75 Hz|500 mW||||||||178Â°|Yes|100 x 100|Yes||8.80 kg||"25.3"" (643 mm)"|"25.3"" (643 mm)"
|"Hp Business Z24i 24"" Led Lcd Monitor - 16:10 - 8 Ms - Adjustable Display Angle - 1920 X 1200 - 300 Nit - 1,000:1 - Wuxga - Dvi - Vga - Displayport - Usb - 55 W - Black - Energy Star, Epeat Gold, Tco Certified Displays, Reach - (D7P53A4#ABA) - SoftwareCity.ca - Canada"||Yes|||16:10|LED|HP|300 cd/mÂ²|USB Hub||Black|||||1,000:1||"2.5"" (64.5 mm)"|"9.4"" (238 mm)"|||Yes|Yes|Cable Management, Security Lock||ENERGY STAR, EPEAT Gold, TCO Certified Displays, REACH|Yes|Yes|||"14.4"" (365 mm)"|"20.7"" (525 mm)"||178Â°||110 V AC, 220 V AC||3 Year|Hewlett-Packard|D7P53A4#ABA|http://www.hp.com/ca||1920 x 1200||||1|||55 W|Z24i 24 Inch IPS MonitorAC power cordUSB cableDisplayPort cableDocumentation CDDisplay Assistant software|||In-plane Switching (IPS) Technology|||Business|Z24i|Z24i 24 Inch IPS Monitor|Performance|LCD Monitor||||8 ms|WUXGA|"24"""|Anti-glare||||500 mW||||||Yes|USB 2.0|178Â°|Yes||Yes|||6.96 kg|"22"" (559.3 mm)"|"22"" (559.3 mm)"
|"Lg 24mb35pu-b 23.8"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 5,000,000:1 - Full Hd - Speakers - Dvi - Vga - 23 W - Matte Black - Energy Star - (24MB35PU-B) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:9|LED|LG|250 cd/mÂ²|Speaker|TAA|Matte Black|16.7 Million Colors||||5,000,000:1||"2.5"" (63 mm)"|"10.7"" (271 mm)"|||No|Yes|Reading Mode, Flicker-free, Intelligent Auto, Super Energy Saving||ENERGY STAR|Yes||No||"13.5"" (342 mm)"|"17"" (432 mm)"|83 kHz|178Â°||110 V AC, 220 V AC||3 Year|LG Electronics|24MB35PU-B|http://www.lg.com/ca|"4.7"" (120 mm)"|1920 x 1080|Wall Mountable|||1|2|300 mW|23 W||||In-plane Switching (IPS) Technology|PC|||24MB35PU-B|24MB35PU-B Widescreen LCD Monitor||LCD Monitor||||5 ms|Full HD|"23.8"""|Anti-glare||Yes|60 Hz|300 mW|||-5Â°to20Â°|||||178Â°|Yes|100 x 100|Yes||5.10 kg||"22.4"" (569 mm)"|"22.4"" (569 mm)"
|"Samsung Syncmaster S19b420m 18.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1366 X 768 - 250 Nit - 1,000:1 - Wxga - Speakers - Dvi - Vga - 20 W - Matte Black - Epeat Gold, Energy Star, Tco Displays 5.0 - (LS19B420MSV/ZA) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:9|LED|Samsung|250 cd/mÂ²|Speaker||Matte Black|||||1,000:1||"2.4"" (61 mm)"|"7.5"" (190.5 mm)"||||Yes|Off Timer, MagicTune, MagicAngle, Eco Saving, MagicBright, MagicColor||EPEAT Gold, ENERGY STAR, TCO Displays 5.0|Yes||||"10.5"" (266.7 mm)"|"16.5"" (419.1 mm)"||170Â°||110 V AC, 220 V AC||3 Year|Samsung|LS19B420MSV/ZA|http://www.samsung.ca||1366 x 768|Wall Mountable|||1|2||20 W|"18.5"" 420 Series Business LED MonitorDVI CableVGA CablePower Cable"||||||SyncMaster|S19B420M|"18.5"" 420 Series Business LED Monitor"|420|LCD Monitor||||5 ms|WXGA|"18.5"""|||Yes||300 mW||||||||160Â°|Yes|100 x 100|Yes||3.79 kg||"17.5"" (444.5 mm)"|"17.5"" (444.5 mm)"
|"Acer G227hql 21.5"" Led Lcd Monitor - 16:9 - 6 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Nit - Full Hd - Hdmi - Vga - 25 W - Black - Mpr Ii - (UM.WG7AA.001) - SoftwareCity.ca - Canada"||Yes|No|No|16:9|LED|Acer|250 cd/mÂ²|||Black|16.7 Million Colors||||100,000,000:1|||"7.3"" (185 mm)"|||||CrystalBrite||MPR II|Yes||Yes|||"15.1"" (384 mm)"||178Â°||110 V AC, 220 V AC|||Acer, Inc|UM.WG7AA.001|http://www.acer.ca||1920 x 1080||||1||450 mW|25 W|G227HQL Widescreen LCD Monitor1 x VGA CablePower Cord|||In-plane Switching (IPS) Technology||||G227HQL|G227HQL Widescreen LCD Monitor|G|LCD Monitor||||6 ms|Full HD|"21.5"""|||||490 mW||No|-5Â°to15Â°|||||178Â°|||Yes|||||"19.6"" (499 mm)"
|"Planar Pt1510mx Touch Screen Lcd Monitor - 15"" - 5-wire Resistive - 4:3 - Black - (997-3198-00) - SoftwareCity.ca - Canada"|Mount Type: 75mm VESA||||4:3||Planar|250 cd/mÂ²|||Black|16.7 Million Colors|Operating System:Windows VistaWindows XPXP EmbeddedWindows 2000|||500:1||"2.2"" (55.9 mm)"||||||||RoHS, China RoHS|Yes||||"12.3"" (312.4 mm)"|||140Â°||110 V AC, 220 V AC||3 Year|Planar Systems, Inc|997-3198-00|http://www.planar.com||1024 x 768|Wall Mountable|||||||PT1510MX Touch Screen LCD MonitorPower AdapterPower CordVGA CableRS-232 CableUSB Cable (A to B)Audio-in CableDriver CDUser's GuideQuick Start Guide|||||||PT1510MX|PT1510MX Touch Screen LCD Monitor|PT|LCD Touchscreen Monitor||||8 ms|XGA|"15"""|||Yes|75 Hz|||||Yes|5-wire Resistive|Yes||125Â°|||Yes||8.12 kg||"15.9"" (403.9 mm)"|
|"Eizo Flexscan Ev2736w 27"" Led Lcd Monitor - 16:9 - 6 Ms - Adjustable Display Angle - 2560 X 1440 - 16.7 Million Colors - 300 Nit - 1,000:1 - Wqhd - Speakers - Dvi - Displayport - Usb - 67 W - Black - Tco Certified Displays 6.0, Epeat Gold, China Rohs, Rohs, Energy Star, TÃ¼v - (EV2736WFS-BK) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:9|LED|Eizo|300 cd/mÂ²|USB Hub||Black|16.7 Million Colors||||1,000:1||"2.6"" (65 mm)"|"9.7"" (245.5 mm)"||Landscape/Portrait|Yes|Yes|EcoView, Off Timer||TCO Certified Displays 6.0, EPEAT Gold, China RoHS, RoHS, ENERGY STAR, TÃV|Yes|Yes|||"14.9"" (379 mm)"|"21.4"" (544.5 mm)"|89 kHz|178Â°||120 V AC, 230 V AC||5 Year|Eizo Nanao Tech|EV2736WFS-BK|http://www.eizo.com||2560 x 1440||||1|2||67 W|"27"" FlexScan EV2736W WideScreen LED AC power cord Signal cables (DVI-D - DVI-D[dual link supported]), DisplayPort - DisplayPort) EIZO LCD Utility Disk (PDF user's manual, ScreenManager Pro for LCD [DDC/CI], EIZO ScreenSlicer software) Setup guide"|||In-plane Switching (IPS) Technology|PC||FlexScan|EV2736W|"27"" FlexScan EV2736W WideScreen LED"|EV|LCD Monitor||||6 ms|WQHD|"27"""|||Yes|71 Hz|500 mW||||||Yes|USB 2.0|178Â°|Yes|100 x 100|||7.30 kg|9.98 kg|"25.2"" (640 mm)"|"25.2"" (640 mm)"
|"Acer B236hl 23"" Led Lcd Monitor - 16:9 - 6 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Nit - Full Hd - Speakers - Dvi - Vga - 21.90 W - Dark Gray - Epeat Gold, Tco Certified Displays 6.0 - (UM.VB6AA.001) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:9|LED|Acer|250 cd/mÂ²|||Dark Gray|16.7 Million Colors||||100,000,000:1||"2"" (52 mm)"|"8.7"" (221 mm)"||||Yes|||EPEAT Gold, TCO Certified Displays 6.0|Yes|Yes|||"12.8"" (325 mm)"|"20.9"" (530 mm)"||178Â°||110 V AC, 220 V AC|||Acer, Inc|UM.VB6AA.001|http://www.acer.ca||1920 x 1080||||1||350 mW|21.90 W|B236HL Widescreen LCD Monitor1 x DVI Cable1 x VGA CablePower Cord|||In-plane Switching (IPS) Technology||||B236HL|B236HL Widescreen LCD Monitor|B|LCD Monitor||||6 ms|Full HD|"23"""|Anti-glare||Yes|60 Hz|450 mW||||||||178Â°|||Yes||3.50 kg|6.20 kg|"21.4"" (544 mm)"|"21.4"" (544 mm)"
|"Nec Display Multisync Ea294wmi-bk 29.1"" Led Lcd Monitor - 21:9 - 6 Ms - Adjustable Display Angle - 2560 X 1080 - 16.7 Million Colors - 300 Nit - 1,000:1 - Dvi - Hdmi - Vga - Displayport - Usb - 50 W - Tco Certified Displays 5.1, Epeat Gold, Rohs, Energy Star 5.1, Tco Displays 5.0 - (EA294WMI-BK) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|21:9|LED|NEC Display|300 cd/mÂ²|USB Hub|||16.7 Million Colors||||1,000:1||"2.7"" (68.6 mm)"|"9.1"" (231.1 mm)"|||Yes|Yes|Touch Controls, Ambient Light Sensor, Carbon Footprint Meter, Eco Mode, Picture by Picture||TCO Certified Displays 5.1, EPEAT Gold, RoHS, ENERGY STAR 5.1, TCO Displays 5.0|Yes||Yes||"12.7"" (322.6 mm)"|"21.3"" (541 mm)"||178Â°||||3 Year|NEC Display Solutions|EA294WMI-BK|http://www.necdisplay.com||2560 x 1080||||1|||50 W|"29"" LED-Backlit Desktop Monitor W/ Integrated SpeakersSetup SheetUser ManualPower Cord15-pin D-sub CableDVI-D Dual Link CableUSB CableAudio CableControlSync Cable"|||In-plane Switching (IPS) Technology|||MultiSync|EA294WMi-BK|"29"" LED-Backlit Desktop Monitor W/ Integrated Speakers"||LCD Monitor||||6 ms||"29.1"""||||75 Hz|800 mW||||||Yes||178Â°|Yes|100 x 100|Yes||6.60 kg|9.60 kg|"27.8"" (706.1 mm)"|"27.8"" (706.1 mm)"
|"Gateway Kx2303 23"" Led Lcd Monitor - 16:9 - 6 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - Full Hd - Dvi - Vga - Black - Mpr Ii - (UM.VW3AA.A04) - SoftwareCity.ca - Canada"||Yes|No|No|16:9|LED|Gateway|250 cd/mÂ²|||Black|16.7 Million Colors||||100,000,000:1||"2"" (52 mm)"|"8.2"" (208 mm)"||||Yes|||MPR II|Yes|Yes|||"12.8"" (325 mm)"|"16.1"" (410 mm)"||178Â°||220 V AC, 110 V AC|||Acer, Inc|UM.VW3AA.A04|http://www.acer.ca||1920 x 1080||||1||||KX2303 Widescreen LCD Monitor1 x DVI Cable1 x VGA CablePower Cord|||In-plane Switching (IPS) Technology||||KX2303|KX2303 Widescreen LCD Monitor||LCD Monitor||||6 ms|Full HD|"23"""|Anti-glare|||60 Hz|||||||||178Â°|||Yes||||"21.4"" (544 mm)"|"21.4"" (544 mm)"
|"Viewsonic Vx2880ml 28"" Led Lcd Monitor - 5 Ms - Adjustable Display Angle - 3840 X 2160 - 1.07 Billion Colors - 300 Cd/mÂ² - 50,000,000:1 - Qfhd - Speakers - Dvi - Hdmi - Displayport - Black - (VX2880ML) - SoftwareCity.ca - Canada"||Yes||||LED|Viewsonic|300 cd/mÂ²|||Black|1.07 Billion Colors||||50,000,000:1|China|"2"" (52 mm)"|"9.4"" (240 mm)"|||Yes|Yes|Mobile High-Definition Link (MHL), Flicker-free|||||Yes||"16.2"" (412.5 mm)"|"20.1"" (510.6 mm)"||170Â°||120 V AC, 230 V AC|||Viewsonic Corporation|VX2880ML|http://www.viewsonic.com||3840 x 2160|Wall Mountable|||1|2||||||Twisted Nematic Film (TN Film)|PC|||VX2880ml|VX2880ml Widescreen LCD Monitor|VX|LCD Monitor||||5 ms|QFHD|"28"""|Anti-glare||Yes|||||-5Â°to20Â°|||||160Â°|Yes|100 x 100|||||"26"" (660 mm)"|"26"" (660 mm)"
|"Asus Proart Pa248q 24"" Led Lcd Monitor - 16:10 - 6 Ms - Adjustable Display Angle - 1920 X 1200 - 16.7 Million Colors - 300 Cd/mÂ² - 80,000,000:1 - Wuxga - Dvi - Hdmi - Vga - Displayport - Usb - 75 W - Black - Tco Certified Displays 5.2, Energy Star, Erp, J-moss (japanese Rohs), Rohs - (PA248Q) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:10|LED|Asus|300 cd/mÂ²|USB Hub|UL/cULCBCEFCCCCCTUV-GSTUV-ERGOISO9241-307BSMIGost-RC-TickVCCIPSBNOMWHQL|Black|16.7 Million Colors||||80,000,000:1||"9.3"" (235 mm)"||||Yes|Yes|Splendid Video Intelligence Technology, Picture in Picture, Security Lock||TCO Certified Displays 5.2, ENERGY STAR, ErP, J-Moss (Japanese RoHS), RoHS|Yes|Yes|Yes|Yes|"16.4"" (416.3 mm)"|||178Â°||110 V AC, 220 V AC||3 Year|ASUS Computer International|PA248Q|http://www.asus.com||1920 x 1200|Wall Mountable|||1|||75 W|ProArt PA248Q Widescreen LCD MonitorCable TieDVI CableVGA CablePower CordDisplayPort CableUSB 3.0 CableQuick Start GuideSupport CDWarranty CardColor Pre-calibration Report|||In-plane Switching (IPS) Technology|PC, Mac||ProArt|PA248Q|ProArt PA248Q Widescreen LCD Monitor|PA|LCD Monitor||||6 ms|WUXGA|"24"""||||76 Hz|1 W||||||Yes|USB 3.0|178Â°|Yes|100 x 100|Yes||||"21.9"" (557.3 mm)"|
|"Nec Display V652 65"" Led Lcd Monitor - 16:9 - 8 Ms - 1920 X 1080 - 16.7 Million Colors - 320 Cd/mÂ² - 4,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - Displayport - 185 W - (V652) - SoftwareCity.ca - Canada"|||||16:9|LED|NEC Display|320 cd/mÂ²|Speaker|||16.7 Million Colors|||Yes|4,000:1||"3.5"" (88.9 mm)"|"20.2"" (513.1 mm)"||Landscape/Portrait|Yes|Yes|Carbon Footprint Meter, Side-by-side View Support, Noise Reduction, Digital Signage Ready, Security Lock, TileComp, Tiled Matrix|||||Yes||"35.8"" (909.3 mm)"|"37.2"" (944.9 mm)"|91.10 kHz|178Â°||||3 Year|NEC Display Solutions|V652|http://www.necdisplay.com||1920 x 1080|Wall Mountable||Yes|1|||185 W|"65"" High-Performance LED Backlit Commercial-Grade Display w/ Integrated SpeakersPower CordVGA Cable (Mini 15-pin D-sub)Wireless Remote ControlBatteriesMain Switch CoverCD-ROM (user manual)ClampScrews"||||PC, Mac|||V652|"65"" High-Performance LED Backlit Commercial-Grade Display w/ Integrated Speakers"||LCD Monitor||||8 ms|Full HD|"65"""|||Yes|60 Hz|2 W|Yes|||||||178Â°|Yes|400 x 400|Yes||51.89 kg|57.11 kg|"60.6"" (1539.2 mm)"|"60.6"" (1539.2 mm)"
|"Lg 27m45vq-b 27"" Led Lcd Monitor - 16:9 - 2 Ms - Adjustable Display Angle - 1920 X 1080 - 5,000,000:1 - Full Hd - Dvi - Hdmi - Vga - 27 W - (27M45VQ-B) - SoftwareCity.ca - Canada"||Yes|||16:9|LED|LG|||||||||5,000,000:1||"1.9"" (47 mm)"|"8.3"" (212 mm)"||||Yes|Reading Mode|||||Yes||"15.4"" (392 mm)"|"19.2"" (488 mm)"|||||||LG Electronics|27M45VQ-B|http://www.lg.com/ca||1920 x 1080||||1|||27 W||||Twisted Nematic Film (TN Film)||||27M45VQ-B|LED LCD Monitor M45|M45|LCD Monitor||||2 ms|Full HD|"27"""|Anti-glare|||||||-5Â°to20Â°||||||Yes||Yes||4.20 kg||"25.2"" (641 mm)"|"25.2"" (641 mm)"
|"Pos-x Ion Ion-rd2-lcd8 8.4"" Lcd Monitor - 1024 X 768 - 220 Nit - Xga-2 - Vga - Black - (ION-RD2-LCD8) - SoftwareCity.ca - Canada"|||||||POS-X|220 Nit|||Black|||||||||||||||||||||||||||3 Year|POS-X, Inc|ION-RD2-LCD8|http://www.pos-x.com||1024 x 768||||1||||ION-RD2-LCD8 Integrated LCD Customer Display AC Power Supply VGA Interface Cable||||||ION|ION-RD2-LCD8|ION-RD2-LCD8 Integrated LCD Customer Display||LCD Monitor|||||XGA-2|"8.4"""||||||||||||||Yes|75 x 75|Yes|||||
|"Pos-x Ion Ion-tm2b 17"" Lcd Touchscreen Monitor - 5-wire Resistive - 1280 X 1024 - Adjustable Display Angle - 16.7 Million Colors - 250 Nit - Dvi - Usb - Vga - Black - Weee, Rohs - 3 Year - (ION-TM2B) - SoftwareCity.ca - Canada"||Yes|||||POS-X|250 Nit||NOM FCC CE FCC Class A LVD|Black|16.7 Million Colors||||||"11"""|||||Yes|Cable Management||WEEE, RoHS|Yes||||"15"""|||160Â°||||3 Year|POS-X, Inc|ION-TM2B|http://www.pos-x.com||1280 x 1024|Wall Mountable||Yes||||36 W|ION TM2 Touchscreen Monitor AC Power/Supply Cable USB Interface Cable VGA Interface Cable Driver Disk||||PC||ION|ION-TM2B|ION TM2 Touchscreen Monitor||LCD Touchscreen Monitor|||||SXGA|"17"""||Yes||||||90Â°|Yes|5-wire Resistive|Yes|USB 2.0|160Â°|Yes|75 x 75|Yes||14.80 lb||"15.8"""|
|"Aoc E2460sd 24"" Led Lcd Monitor - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 20,000,000:1 - Full Hd - Dvi - Vga - 18 W - Black - Energy Star - (E2460SD) - SoftwareCity.ca - Canada"||Yes||||LED|AOC|250 cd/mÂ²|||Black|16.7 Million Colors||||20,000,000:1|||"8.6"" (219.3 mm)"||||Yes|Eco Mode, Off Timer||ENERGY STAR|Yes|Yes||||"15.9"" (403.1 mm)"||170Â°||||1 Year|AOC|E2460SD|http://us.aoc.com||1920 x 1080|Wall Mountable|||1|||18 W|||||PC|||E2460SD|E2460SD 24 Inch LED Monitor|60|LCD Monitor||||5 ms|Full HD|"24"""|||No||500 mW||||||||160Â°|Yes|100 x 100|Yes||4.44 kg|||"22.3"" (565.4 mm)"
|"Viewsonic Va2445m-led 23.6"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 250 Nit - 1,000:1 - Full Hd - Speakers - Dvi - Vga - 22 W - Black - (VA2445M-LED) - SoftwareCity.ca - Canada"||Yes|No||16:9|LED|Viewsonic|250 cd/mÂ²|Speaker||Black|||||1,000:1||"2"" (50.4 mm)"|"8.3"" (211.2 mm)"||||Yes|Eco Mode, Security Lock|||||No||"13.8"" (350.9 mm)"|"15.8"" (400.9 mm)"||170Â°|||||Viewsonic Corporation|VA2445M-LED|http://www.viewsonic.com||1920 x 1080|Wall Mountable|||1|2||22 W|||||PC, Mac|||VA2445m-LED|VA2445m-LED Sleek And Stylish Full HD Display||LCD Monitor||||5 ms|Full HD|"23.6"""|Anti-glare||Yes||||||||No||160Â°|Yes|100 x 100|Yes|No|3.72 kg|4.10 kg|"22.5"" (571.4 mm)"|"22.5"" (571.4 mm)"
|"Hp Business Z23i 23"" Led Lcd Monitor - 16:9 - 8 Ms - Adjustable Display Angle - 1920 X 1080 - 250 Cd/mÂ² - 1,000:1 - Full Hd - Dvi - Vga - Displayport - Usb - 36 W - Energy Star, Epeat Gold, Tco Certified Edge, Reach - (D7Q13A8#ABA) - SoftwareCity.ca - Canada"||Yes|||16:9|LED|HP|250 cd/mÂ²|USB Hub|||||||1,000:1||"2"" (50.8 mm)"|"9.5"" (241.3 mm)"|||Yes|Yes|Security Lock||ENERGY STAR, EPEAT Gold, TCO Certified Edge, REACH|Yes|Yes|||"12.9"" (327.7 mm)"|"18.5"" (469.9 mm)"||178Â°||110 V AC, 220 V AC||3 Year|Hewlett-Packard|D7Q13A8#ABA|http://www.hp.com/ca||1920 x 1080||||1|||36 W|Z Display Z23i 23-inch IPS LED Backlit Monitor (Energy Star)AC power cordUSB cableDVI cableDisplayPort cableDocumentation CDDisplay Assistant software|||In-plane Switching (IPS) Technology|PC||Business|Z23i|Z Display Z23i 23-inch IPS LED Backlit Monitor (Energy Star)|Performance|LCD Monitor||||8 ms|Full HD|"23"""|Anti-glare||||500 mW||||||Yes|USB 2.0|178Â°|||Yes|||6.40 kg|"21.4"" (543.6 mm)"|"21.4"" (543.6 mm)"
|"Hp Elite E221i 21.5"" Led Lcd Monitor - 16:9 - 8 Ms - Adjustable Display Angle - 1920 X 1080 - 250 Nit - 4,000,000:1 - Full Hd - Dvi - Vga - Displayport - Usb - 31 W - Black - Energy Star, Tco Certified Edge, Epeat Gold, Tco Certified Displays - (F9Z09A8#ABA) - SoftwareCity.ca - Canada"||Yes||Yes|16:9|LED|HP|250 cd/mÂ²|USB Hub||Black|||||4,000,000:1||"2"" (51.1 mm)"|"9.3"" (237.2 mm)"|||Yes|Yes|Security Lock||ENERGY STAR, TCO Certified Edge, EPEAT Gold, TCO Certified Displays|Yes|Yes|||"12.2"" (309.1 mm)"|"18.1"" (460.2 mm)"||178Â°||120 V AC, 230 V AC||3 Year|Hewlett-Packard|F9Z09A8#ABA|http://www.hp.com/ca||1920 x 1080||||1|||31 W||||In-plane Switching (IPS) Technology||||E221i|EliteDisplay E221i 21.5-inch IPS LED Backlit Monitor (ENERGY STAR) (F9Z09A8)||LCD Monitor||||8 ms|Full HD|"21.5"""|Anti-glare||||||360Â°|-5Â°to30Â°|||Yes|USB 2.0|178Â°|||Yes||5.82 kg||"20.1"" (509.3 mm)"|"20.1"" (509.3 mm)"
|"Hp Envy 27"" Led Lcd Monitor - 16:9 - 7 Ms - Adjustable Display Angle - 1920 X 1080 - 250 Nit - 10,000,000:1 - Full Hd - Speakers - Hdmi - Vga - Displayport - 65 W - Black, Silver - Energy Star - (C8K32AA#ABA) - SoftwareCity.ca - Canada"||Yes|||16:9|LED|HP|250 cd/mÂ²|Speaker||Black, Silver|||||10,000,000:1||"5.5"" (139.7 mm)"||||Yes||Security Lock, Touch Controls||ENERGY STAR|Yes|Yes|Yes||"17.8"" (452.1 mm)"||94 kHz|178Â°||||1 Year|Hewlett-Packard|C8K32AA#ABA|http://www.hp.com/ca||1920 x 1080||||1|||65 W|ENVY 27 27-inch Diagonal IPS LED Backlit MonitorA/C Power CordVGA CableHDMI CableAudio CableCable Management ClipCDService Phone List CardBeats Audio Promo CardHard Copy Warranty Booklet|||In-plane Switching (IPS) Technology|PC||Envy||ENVY 27 27-inch Diagonal IPS LED Backlit Monitor||LCD Monitor||||7 ms|Full HD|"27"""|||Yes|60 Hz|500 mW||||||||178Â°|||Yes||6.90 kg||"24.4"" (619.8 mm)"|
|"Lenovo Thinkvision Lt1953 19"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 1440 X 900 - 16.77 Million Colors - 250 Nit - 1,000:1 - Wxga+ - Dvi - Vga - 17 W - Black - (1453HB1) - SoftwareCity.ca - Canada"||Yes|||16:10|LED|Lenovo|250 cd/mÂ²|||Black|16.77 Million Colors||||1,000:1||"2"" (50.5 mm)"|"6.3"" (160.7 mm)"||||Yes|Security Lock||ENERGY STAR 6.0, EPEAT Gold, WEEE, RoHS|Yes||||"13.9"" (354 mm)"|"13.9"" (354 mm)"|83 kHz|170Â°||||3 Year|Lenovo Group Limited|1453HB1|http://www.lenovo.com/ca/en||1440 x 900|Wall Mountable|||1|||17 W||||Twisted Nematic Film (TN Film)|PC||ThinkVision|LT1953|ThinkVision LT1953 19-Inch LED Backlit LCD Monitor||LCD Monitor||||5 ms|WXGA+|"19"""||||60 Hz|||||||||160Â°|Yes||Yes|No|3 kg||"17.5"" (443.2 mm)"|"17.4"" (443.2 mm)"
