3d type|<page title>|additional information|adjustable display angle|adjustable display height|adjustable display pivot|aspect ratio|backlight technology|brand name|brightness|builtin devices|certifications  standards|colour|colour support|component video|composite video|contrast ratio|country of origin|depth|depth with stand|display orientation|displayport|dvi|energy consumption per year|energy efficiency class|features|firewireilink|green compliance certificateauthority|green compliant|hdcp supported|hdmi|headphone|height|height with stand|horizontal frequency|horizontal viewing angle|input voltage|limited warranty|manufacturer|manufacturer part number|maximum adjustable height|maximum resolution|mount type|network rj45|number of screens|number of speakers|offmode power consumption|operating power consumption|package contents|package type|packaged quantity|panel technology|platform supported|postconsumerwaste|product line|product model|product name|product series|product type|recycled|recycled content|response time|screen mode|screen size|screen surface|sdi|sdi standard|speakers|standard refresh rate|standby power consumption|svideo|swivel angle|system requirements|thunderbolt|tilt angle|usb|usb standard|vertical viewing angle|vesa mount compatible|vesa mount standard|vga|webcam|weight approximate|weight with stand approximate|width|width with stand
|LS24C45KMSV/EN, 2846723, Samsung, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Samsung|250 cd/m²|Speaker|Eco label certification: UL (USA): UL 60950-1CSA (Canada): CSA C22.2 No. 60950-1 TUV (Germany): EN60950-1NEMKO (Norway): EN60950-1 KC (Korea): K60950-1 CCC (China): GB 4943-2001PSB (Singapore): IEC60950-1GOST (Russia): IEC60950-1, EN55022SIQ (Slovenia): IEC60950-1, EN55022PCBC (Poland): IEC60590-1, EN55022NOM (Mexico): NOM-019-SCFI-1993IRAM (Argentina): IEC60950-1SASO (Saudi Arabia): IEC60950-1 EMC: FCC (USA) FCC Part 15, Subpart B class ACE (Europe) EN55022, EN55024VCCI (Japan) V-3 (CISPR22) KCC (Korea): KN22, KN24C-Tick (Australia): AS / NZS3548 (CISPR22) CCC(China): GB 9254-2008, GB 17625.1-2003|Matte Black|16.7 Million Colours|||1,000:1||56.7 mm|224 mm||No|Yes|||['MagicBright 3', 'MagicAngle', 'Eco Saving', 'MagicRotation', 'MultiScreen', 'MagicTune', 'Off Timer']||['TCO Certified Displays 6.0', 'ENERGY STAR', 'EPEAT Gold']|Yes||No||333.2 mm|486.75 mm||170°|['220 V AC', '110 V AC']|3 Year|Samsung|LS24C45KMSV/EN||1920 x 1080|Wall Mountable||1|2||30 W|"24"" S24C450M Series 4 LED Business Monitor D-sub Cable Audio Cable 1.5m Power Cable Length E-manual Install CD Quick Setup Guide"|||Twisted Nematic Film (TN Film)|PC||Business|S24C450M|"24"" S24C450M Series 4 LED Business Monitor"|450|LCD Monitor|Yes|Plastic|5 ms|Full HD|"61 cm (24"")"||||Yes||100 mW|||Included Software: Samsung MultiScreen|||||160°|Yes|100 x 100|Yes||3.50 kg|5.20 kg|565.4 mm|565.40 mm
|22MB65PM-B, 2975559, LG Electronics, LCD Monitor, Kingsfield Computer Products Ltd|||Yes||16:10|LED|LG|250 cd/m²|||Black||||50,000,000:1||||||Yes||||||||||||||||LG Electronics|22MB65PM-B||1680 x 1050|||1|||||||In-plane Switching (IPS) Technology||||22MB65PM-B|22MB65PM-B Widescreen LCD Monitor||LCD Monitor|||5 ms|WSXGA+|"55.9 cm (22"")"||||Yes|||||||||||Yes||Yes||4.80 kg|||
|VX2409, B921662, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Viewsonic|250 cd/m²||CE CU EAC||16.7 Million Colours|||20,000,000:1||32.8 mm|384.10 mm|||Yes|||Eco Mode||['RoHS', 'WEEE']|Yes||||326.1 mm|215 mm||170°|['230 V AC', '120 V AC']|2 Year|Viewsonic Corporation|VX2409||1920 x 1080|||1|||24 W|"VX2409 24"" Full HD LED Display Power Adaptor VGA Cable User Manual"||||['Mac', 'PC']|||VX2409|"VX2409 24"" Full HD LED Display"|VX|LCD Monitor|||5 ms|Full HD|"61 cm (24"")"|Anti-glare||||75 Hz||||||-3°to20°|||160°|Yes|75 x 75|Yes||2.90 kg|3.60 kg|550.3 mm|550.30 mm
|60A4RAT1UK, 2746621, Lenovo, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:10|LED|Lenovo|300 cd/m²|['Speaker', 'USB Hub']|SAFETY: cTUVus CSA CB Report NEMKO NOM SASO TUV-GS CCC GOST PSB BSMI KC JEIDA TUV-S ISC KVALITET KUCAS INSM SABS STZ BELLIS OTAN KONCAR CSM SONCAP EMI: FCC B IC CE VCCI KC C-Tick SABS BSMI CCC ERGONOMIC: VOC EPA 6.0 Green Mark (TUV) e-Standby EU REACH|Business Black|1.07 Billion Colors|||1,000:1||62 mm|241.81 mm||Yes|Yes|||['Security Lock', 'Digital Daisy Chain', 'Picture in Picture', 'Dual Link-up', 'Mobile High-Definition Link (MHL)', 'Picture by Picture']||['CECP', 'EPEAT Gold', 'TCO Certified Edge', 'ENERGY STAR 6.0', 'RoHS', 'China Energy Label (CEL)', 'TCO Certified Displays 6.0', 'ULE Gold']|Yes||Yes|Yes||471.17 mm||178°|['110 V AC', '220 V AC']|3 Year|Lenovo Group Limited|60A4RAT1UK||2560 x 1600|||1||500 mW|130 W||||Advanced High Performance In-plane Switching (AH-IPS) Technology|PC||ThinkVision|LT3053p|ThinkVision LT3053p Widescreen LCD Monitor||LCD Monitor|||6 ms|WQXGA|"76.2 cm (30"")"||||Yes|60 Hz|1.20 W||||||Yes||178°|Yes|100 x 100|Yes|Yes||11.50 kg|690.1 mm|690.12 mm
|241B4LPYCS/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Philips|250 cd/m²|['Speaker', 'USB Hub']|BSMICE MarkFCC Class BGOSTSASOSEMKOTUV ErgoTUV/GSUL/cUL|['Silver', 'Black']|16.7 Million Colours|||1,000:1||55 mm|227 mm||Yes|Yes|||['Security Lock', 'SmartImage', 'SmartErgoBase', 'PowerSensor']||['RoHS', 'EPEAT Gold', 'WEEE', 'ENERGY STAR 5.0', 'TCO Certified Displays 5.2', 'TCO Certified Edge']|Yes|Yes||Yes|352 mm|403 mm||170°|['110 V AC', '220 V AC']|2 Year|Philips Electronics|241B4LPYCS/00||1920 x 1080|||1|2||21.44 W|||||['PC', 'Mac']||Brilliance|241B4LPYCS|Brilliance 241B4LPYCS Widescreen LCD Monitor|B|LCD Monitor|||5 ms|Full HD|"61 cm (24"")"||||Yes|60 Hz|100 mW||||||Yes|USB 2.0|160°|Yes|100 x 100|Yes||4.30 kg|6.30 kg|565 mm|565 mm
|CD4233, B921364, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd|||||16:9||Viewsonic|700 cd/m²|Speaker||Black||Yes|Yes|1,100:1||123.1 mm|403.90 mm|||Yes||||||||Yes||559.6 mm|647.70 mm||178°|||Viewsonic Corporation|CD4233||1920 x 1080|Wall Mountable||1|2||280 W||||||||CD4233|CD4233 Widescreen LCD Monitor||LCD Monitor|||9 ms|Full HD|"106.7 cm (42"")"||||Yes|||Yes|||||||178°|Yes|100 x 100|Yes||29.50 kg|31.70 kg|967.6 mm|967.60 mm
|UM.VG7EE.005, ACEG237HLBI, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:9|LED|Acer|250 cd/m²|||Black|16.7 Million Colours|||100,000,000:1|||185 mm||||31 kWh|A|CrystalBrite||MPR II|Yes||Yes|||402 mm||178°|['220 V AC', '110 V AC']|2 Year|Acer, Inc|UM.VG7EE.005||1920 x 1080|||1||450 mW|25 W|G237HL Widescreen LCD Monitor1 x VGA CablePower Cord|||In-plane Switching (IPS) Technology||||G237HL|G237HL Widescreen LCD Monitor|G|LCD Monitor|||6 ms|Full HD|"58.4 cm (23"")"||||||490 mW||No|||-5°to15°|||178°|||Yes|||||532 mm
|VG2439M-LED, B921310, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd|||Yes|Yes|16:9|LED|Viewsonic|300 cd/m²||CE CB UL/c UL FCC-B ULAR Mexico Energy GOST-R/Hygienic UkrSEPRO + DoC CCC BSMI PSB C-tick SASO e-standby KC|||||20,000,000:1||199.3 mm|||Yes|Yes|||||['China Energy Label (CEL)', 'REACH', 'ErP', 'EPEAT Gold', 'ENERGY STAR', 'RoHS', 'WEEE']|Yes||||417.2 mm|||170°|['110 V AC', '220 V AC']|3 Year|Viewsonic Corporation|VG2439m-LED|135 mm|1920 x 1080|Wall Mountable||1|2||42 W|"24"" Full HD 1080p LED Display Revolutionized Design Ergonomics 1 x Power Cord 1 x D-Sub Cable 1 x Audio Cable 1 x USB Cable 1 x Quick Start Guide 1 x Wizard DVD-ROM"||||['Mac', 'PC']|||VG2439m-LED|"24"" Full HD 1080p LED Display Revolutionized Design Ergonomics"|VG|LCD Monitor|||5 ms|Full HD|"61 cm (24"")"|Anti-glare|||Yes|75 Hz|||||||Yes|USB 2.0|160°|Yes|100 x 100|Yes||5.40 kg||559.7 mm|
|LM-702HDA, TVOLM-702HDA, TV One, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|TV One|250 cd/m²||FCC UL CUL CE PSE GS||262,000 Colors|Yes|Yes|400:1||150 mm|||||||||RoHS|Yes||||132 mm|||140°|['220 V AC', '110 V AC']|3 Year|TV One|LM-702HDA||1024 x 600|Rack-mountable||2|||36 W|LM-702HDA HDTV Color Monitor 1 x Power Adapter 1 x Operations Manual 4 x Rackmount Screws|||||||LM-702HDA|LM-702HDA HDTV Color Monitor||LCD Monitor|||20 ms|WSVGA|"17.8 cm (7"")"||Yes|HDSDI||60 Hz||Yes|||||||110°|||||5.50 kg||483.5 mm|
|VA2046M-LED, B921481, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Viewsonic|200 cd/m²|Speaker|CB UL cUL FCC-B TUV-S NOM CE GOST-R+Hygienic SASO CCC BSMI PSB C-TICK|Black|16.7 Million Colours|||600:1||49 mm|197.60 mm|||Yes|||['Security Lock', 'Eco Mode']||['WEEE', 'China Energy Label (CEL)', 'RoHS']|Yes||||301.8 mm|360.20 mm||90°|['220 V AC', '110 V AC']||Viewsonic Corporation|VA2046M-LED||1600 x 900|Wall Mountable||1|2||18 W|VA2046m-LED Widescreen LCD Monitor Power Cable D-Sub Cable Audio Cable Quick Start Guide CD-ROM||||['Mac', 'PC']|||VA2046m-LED|VA2046m-LED Widescreen LCD Monitor||LCD Monitor|||5 ms|HD+|"50.8 cm (20"")"|Anti-glare|||Yes|75 Hz|500 mW||||||||65°|Yes|100 x 100|Yes||2.60 kg|3 kg|478.2 mm|478.20 mm
|240B4LPYNS/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:10|LED|Philips|250 cd/m²|USB Hub|TUV ErgoTUV/GSUL/cULBSMICE MarkFCC Class BGOSTSASOSEMKO|['Black', 'Silver']|16.7 Million Colours|||1,000:1||65 mm|227 mm||Yes|Yes|||['SmartErgoBase', 'Security Lock', 'PowerSensor', 'SmartImage']||['RoHS', 'EPEAT Gold', 'TCO Certified Displays 6.0', 'WEEE', 'ENERGY STAR 6.0']|Yes|Yes|||388 mm|543 mm||160°|['220 V AC', '110 V AC']||Philips Electronics|240B4LPYNS/00||1920 x 1200|||1|||19.50 W|||||['Mac', 'PC']||Brilliance|240B4LPYNS|Brilliance LCD Monitor with PowerSensor|B|LCD Monitor|Yes|25%|5 ms|WUXGA|"61 cm (24"")"|||||60 Hz|200 mW||||||Yes|USB 2.0|160°|Yes|100 x 100|Yes||3.97 kg|5.83 kg|555 mm|555 mm
|60ABAAT1UK, LNVCMG10, Lenovo, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes||16:9|LED|Lenovo|200 cd/m²||KC BELLIS CSA SABS CCC CE GOST INSM PSB BSMI SASO ISC STZ IEC-950 CB Report,KUCAS JEITA IRAM-S NOM KVALITET NEMKO|Black|16.7 Million Colours|||600:1||53 mm|||||||||['Turkey RoHS', 'EPEAT Silver', 'ENERGY STAR 6.0', 'China Energy Label (CEL)', 'EU RoHS', 'Ukraine RoHS', 'China RoHS']|Yes||||274.9 mm|||||3 Year|Lenovo Group Limited|60ABAAT1UK||1600 x 900|||1|||17 W|ThinkVision LT2013s 19.5-inch LED Backlit LCD Monitor Power Cord||||||ThinkVision|LT2013s|ThinkVision LT2013s 19.5-inch LED Backlit LCD Monitor (UK Power Cord)||LCD Monitor|||5 ms|HD+|"49.5 cm (19.5"")"||||||||||||||50°|Yes||Yes||2.89 kg||467 mm|
|193V5LSB2/10, 2759812, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Philips|200 cd/m²||BSMI CE Mark cETLus FCC Class B GOST PSB SASO SEMKO TUV/ISO9241-307|Black|16.7 Million Colours|||700:1||48 mm|170 mm||||||['Sync on Green', 'SmartContrast', 'Security Lock']||['WEEE', 'RoHS', 'EPEAT Silver', 'ENERGY STAR 6.0']|Yes||||273 mm|338 mm||90°|['220 V AC', '110 V AC']|2 Year|Philips Electronics|193V5LSB2/10||1366 x 768|||1||500 mW|8.76 W|||||['Mac', 'PC']||V-line|193V5LSB2|"LCD Monitor with SmartControl Lite 193V5LSB2 V-line 18.5"" / 47 cm"||LCD Monitor|||5 ms|HD|"47 cm (18.5"")"|||||60 Hz|500 mW||||||||65°|Yes|100 x 100|Yes||1.94 kg|2.15 kg|437 mm|437 mm
|UM.HV6EE.009, 2700624, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:9|LED|Acer|300 cd/m²|||Black|16.7 Million Colours|||100,000,000:1||62 mm|242 mm||Yes|Yes|||||['TCO Certified Displays 6.0', 'EPEAT Gold']|Yes||||381 mm|463 mm||178°|['220 V AC', '110 V AC']|3 Year|Acer, Inc|UM.HV6EE.009|No|1920 x 1080|||1||350 mW|28.50 W|V276HL Widescreen LCD MonitorPower Cord1 x VGA Cable1 x DisplayPort Cable|||Vertical Alignment (VA)||||V276HL|V276HL Widescreen LCD Monitor|V|LCD Monitor|||6 ms|Full HD|"68.6 cm (27"")"|Anti-glare|||Yes|60 Hz|450 mW||No|||-5°to25°|||178°|Yes|100 x 100|Yes||4.80 kg|5.90 kg|640 mm|640 mm
|D9E49AT#ABU, 2862109, HP, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|HP|250 cd/m²|['Microphone', 'Speaker', 'USB Hub', 'Webcam']|VCCI BSMI NOM TUV S CB CCC PSB FCC KCC KC|Black||||1,000:1||51 mm|237 mm||Yes|Yes|||Security Lock||['CECP', 'ENERGY STAR', 'China Energy Label (CEL)', 'TCO Certified Edge', 'EPEAT Gold', 'WEEE', 'REACH']|Yes|Yes|||309 mm|460 mm||178°|['110 V AC', '220 V AC']|3 Year|Hewlett-Packard|D9E49AT#ABU||1920 x 1080|||1|||42 W|EliteDisplay E221c 54,6 cm (21.5'') Webcam LED Backlit Monitor VGA Cable DisplayPort Cable USB Cable AC power Cable Printed Documentation and CD HP DisplayAssistant Software|||In-plane Switching (IPS) Technology|PC||Business|E221c|EliteDisplay E221c 54,6 cm (21.5'') Webcam LED Backlit Monitor|Advantage|LCD Monitor|||7 ms|Full HD|"54.6 cm (21.5"")"|Anti-glare|||Yes|60 Hz|400 mW||||||Yes|USB 2.0|178°|||Yes|Yes||5.40 kg|509 mm|509 mm
|UM.HX2EE.001, 8655P45, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:9|LED|Acer|300 cd/m²|||Black|16.7 Million Colours|||100,000,000:1||50 mm|192 mm||Yes|Yes|64 kWh|C|||MPR II|Yes||Yes||267 mm|352 mm||178°|['220 V AC', '110 V AC']|2 Year|Acer, Inc|UM.HX2EE.001|No|2560 x 1440|||1||400 mW|33.60 W|K272HUL Widescreen LCD Monitor1 x DVI Cable1 x DisplayPort CablePower Cord|||Advanced Hyper Viewing Angle (AHVA)||||K272HUL|K272HUL Widescreen LCD Monitor|K|LCD Monitor|||6 ms|WQHD|"68.6 cm (27"")"|Anti-glare|||Yes|60 Hz|450 mW||No|||5°to25°|||178°|||||||441 mm|441 mm
|VX2209, B921663, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Viewsonic|250 cd/m²||CE CU EAC||16.7 Million Colours|||20,000,000:1||33.6 mm|215 mm|||Yes|||Eco Mode||['RoHS', 'WEEE']|Yes||||297.8 mm|355.80 mm||170°|['230 V AC', '120 V AC']|2 Year|Viewsonic Corporation|VX2209||1920 x 1080|||1|||24 W|"VX2209 22"" Full HD LED Display Power Adaptor VGA Cable User Manual"||||['Mac', 'PC']|||VX2209|"VX2209 22"" Full HD LED Display"|VX|LCD Monitor|||5 ms|Full HD|"55.9 cm (22"")"|Anti-glare||||75 Hz||||||-3°to20°|||160°|Yes|75 x 75|Yes||2.46 kg|3.07 kg|501.1 mm|501.10 mm
|9H.LA7LB.QBE, M352254, BenQ, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|BenQ|250 cd/m²|Speaker||Glossy Black|16.7 Million Colours|||1,000:1||194 mm||||Yes|||['Senseye 3', 'Eco Mode', 'Security Lock']||['TCO Certified Displays 6.0', 'ENERGY STAR 5.1']|Yes|Yes|Yes|Yes|434 mm|||170°|['110 V AC', '220 V AC']||BenQ Corporation|9H.LA7LB.QBE||1920 x 1080|Wall Mountable||1|2||23 W|||||PC|||GL2460HM|GL2460HM Widescreen Monitor|GL60|LCD Monitor|||2 ms|Full HD|"61 cm (24"")"||||Yes||300 mW||||||||160°|Yes|100 x 100|Yes||4.30 kg||565 mm|
|231S4LCB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9||Philips|250 cd/m²||SASOBSMICE MarkFCC Class BGOSTSEMKOTUV ErgoTUV/GSUL/cUL|Black|16.7 Million Colours|||1,000:1||60 mm|227 mm|||Yes|||['Security Lock', 'SmartImage', 'TrueVision', 'SmartErgoBase', 'Touch Controls']||['EPEAT Gold', 'ENERGY STAR 5.0', 'RoHS', 'WEEE', 'TCO Certified Displays 6.0']|Yes|Yes|||343 mm|507 mm||170°|['220 V AC', '110 V AC']||Philips Electronics|231S4LCB/00||1920 x 1080|||1||100 mW|21.30 W|||||['Mac', 'PC']|||231S4LCB|"S-Line, 23"" / 58.4 cm, Full HD Display"|S|LCD Monitor|Yes|25% Plastic|5 ms|Full HD|"58.4 cm (23"")"|||||60 Hz|100 mW||||||||160°|Yes|100 x 100|Yes||3.03 kg|4.92 kg|547 mm|547 mm
|273P3LPHEB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Philips|300 cd/m²|['USB Hub', 'Speaker']|BSMICEFCC Class BGOSTPSBSASOSEMKOTUV ErgoTUV/GSUL/cUL|Carbonite Black|16.7 Million Colours|||1,200:1||65 mm|244 mm|Landscape/Portrait||Yes|||||['EPEAT Gold', 'RoHS', 'ENERGY STAR', 'WEEE']|Yes|Yes|Yes|Yes|391 mm|528 mm||178°|['220 V AC', '110 V AC']||Philips Electronics|273P3LPHEB/00||1920 x 1080|||1|2|300 mW|20.40 W|||||['PC', 'Mac']|||273P3LPHEB|273P3LPHEB Widescreen LCD Monitor|P|LCD Monitor|||3.50 ms|Full HD|"68.6 cm (27"")"||||Yes|60 Hz|500 mW||||||Yes|USB 2.0|170°|Yes|100 x 100|Yes||6.38 kg|8.74 kg|642 mm|642 mm
|60003493, NECEA274WMIB, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|NEC Display|350 cd/m²|||Black|16.77 Million Colors|||1,000:1|||230 mm||Yes|Yes|||||['TCO Certified Displays', 'EPEAT Gold']|Yes||Yes|||417.90 mm||178°||3 Year|NEC Display Solutions|60003493||2560 x 1440|||1|||57 W||||In-plane Switching (IPS) Technology|||MultiSync|EA274WMi|EA274WMi Widescreen LCD Monitor|EA|LCD Monitor|||6 ms|WQHD|"68.6 cm (27"")"||||||800 mW||||||Yes||178°|||Yes|||8.70 kg||639.20 mm
|60003336, NECCMW80, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|NEC Display|250 cd/m²|['USB Hub', 'Speaker']|CETUV GS GEEA / Energy LabelFCC Class BPCT / GostUL / C-ULCSAISO 9241-307|Black|16.7 Million Colours|||1,000:1||61 mm|218.44 mm|Portrait|Yes|Yes|||['Eco Mode', 'Intelligent Power Manager (IPM) System', 'Security Lock', 'AccuColor', 'Cable Management', 'Ambient Light Sensor', 'Carbon Footprint Meter']||['RoHS', 'MPR III', 'ENERGY STAR 5.0', 'TCO Certified Displays 5.2', 'EPEAT Gold']|Yes|Yes|Yes|Yes|302.3 mm|500.38 mm||178°||3 Year|NEC Display Solutions|60003336||1920 x 1080|||1|2||26 W|"22"" LED-Backlit Eco-Friendly Widescreen Desktop Monitor w/ IPS PanelPower CordControl Cable SyncUSB CableAudio CableCD-ROMUser ManualVGA-VGA CableDVI-D - DVI-D Cable"|||In-plane Switching (IPS) Technology|PC||MultiSync|EA224WMi|"22"" LED-Backlit Eco-Friendly Widescreen Desktop Monitor w/ IPS Panel"||LCD Monitor|||14 ms|Full HD|"55.9 cm (22"")"||||Yes|60 Hz|430 mW||||||Yes|USB 2.0|178°|Yes|100 x 100|Yes||3.70 kg|6 kg|508 mm|508 mm
|VS207T-P, ASUSVS207T-P, ASUSTeK COMPUTER, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Asus|250 cd/m²|||Black|16.7 Million Colours|||80,000,000:1||185 mm||||Yes|||['Security Lock', 'Splendid Video Intelligence Technology']||||Yes|||355.5 mm|||170°|||ASUS Computer International|VS207T-P||1600 x 900|Wall Mountable||1|2|500 mW|25 W|||||PC|||VS207T-P|VS207T-P Widescreen LCD Monitor|VS|LCD Monitor|||5 ms|HD+|"49.5 cm (19.5"")"||||Yes||500 mW||||||||160°|Yes|75 x 75|Yes||2.59 kg||468 mm|
|60A4RAT1EU, S604EA3, Lenovo, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:10|LED|Lenovo|300 cd/m²|USB Hub|CTUVusCSACB ReportNEMKONOMSASOTUV-GSCCCGOSTPSBBSMIKCJEIDATUV-SISCKVALITETKUCASINSMSABSSTZBELLISOTANKONCARCSMSONCAPEMIFCC BICCEVCCIKCC-TickSABSBSMICCCERGONOMICVOCCECPe-Standby|Business Black|1.07 Billion Colors|||1,000:1||62 mm|241.81 mm||Yes|Yes|||['Picture in Picture', 'Picture by Picture', 'Mobile High-Definition Link (MHL)', 'Security Lock', 'Digital Daisy Chain']||['Turkey RoHS', 'REACH', 'Taiwan Green Mark', 'EPA', 'ULE Gold', 'TCO Certified Edge', 'TCO Certified Displays 6.0', 'CECP', 'ENERGY STAR 6.0', 'EPEAT Gold', 'China RoHS', 'China Energy Label (CEL)']|Yes||Yes|||471.17 mm||178°|['220 V AC', '110 V AC']||Lenovo Group Limited|60A4RAT1EU||2560 x 1600|||1||500 mW|130 W|||1|Advanced High Performance In-plane Switching (AH-IPS) Technology|PC||ThinkVision|LT3053p|ThinkVision LT3053p 30-inch WQXGA IPS LED Backlit LCD Professional Monitor||LCD Monitor|||6 ms|WQXGA|"76.2 cm (30"")"|||||60 Hz|1.20 W||||||Yes|USB 3.0|178°|Yes|100 x 100|Yes||11.50 kg||690.1 mm|690.12 mm
|9H.LA2LA.TPU, BenQ, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|BenQ|250 cd/m²|||Glossy Black|16.7 Million Colours|||3,000:1||174 mm||||Yes|||['Eco Mode', 'Security Lock', 'Senseye 3']||['ENERGY STAR 5.2', 'TCO Certified Displays 5.2']|Yes|Yes|||400 mm|||178°|['220 V AC', '110 V AC']||BenQ Corporation|9H.LA2LA.TPU||1920 x 1080|Wall Mountable||1|||21 W|||||PC|||GW2255|GW2255 Widescreen LCD Monitor|GW|LCD Monitor|||6 ms|Full HD|"54.6 cm (21.5"")"||||||300 mW||||||||178°|Yes|100 x 100|Yes||3.70 kg||525 mm|
|223V5LHSB/00, PHI-223V5LHSB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:9|LED|Philips|250 cd/m²||BSMI CE Mark FCC Class B GOST PSB SASO SEMKO TUV/ISO9241-307 cETLus|Black|16.7 Million Colours|||1,000:1||50 mm|213 mm|||No|||['Security Lock', 'Sync on Green', 'SmartControl', 'SmartContrast']||['ENERGY STAR 6.0', 'EPEAT Silver', 'RoHS', 'WEEE', 'TCO Certified Displays']|Yes|Yes|Yes||316 mm|376 mm||170°|['220 V AC', '110 V AC']||Philips Electronics|223V5LHSB/00||1920 x 1080|Wall Mountable|No|1||500 mW|15.85 W|||||['PC', 'Mac']||V-line|223V5LHSB|LCD Monitor with SmartControl Lite||LCD Monitor|||5 ms|Full HD|"54.6 cm (21.5"")"||||No|60 Hz|500 mW|||"Operating Systems:
Windows 7 Home Basic Windows 7 Home Basic x64 Windows 7 Home Premium Windows 7 Home Premium x64 Windows 7 Professional Windows 7 Professional x64 Windows 7 Starter Windows 7 Starter x64 Windows 7 Ultimate Windows 7 Ultimate x64 Windows 8 Windows 8 Enterprise Windows 8 Enterprise x64 Windows 8 Pro Windows 8 Pro x64 Windows 8 x64"|||||160°|Yes|100 x 100|Yes|No|2.35 kg|2.61 kg|503 mm|503 mm
|PB298Q, 2834657, ASUSTeK COMPUTER, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|21:9|LED|Asus|300 cd/m²|Speaker||Black|16.7 Million Colours|||80,000,000:1|||218 mm||Yes|Yes|||['Security Lock', 'Splendid Video Intelligence Technology']||||Yes|Yes|Yes||376 mm||178°|||ASUS Computer International|PB298Q||2560 x 1080|||1|2|500 mW|31.70 W||||Advanced High Performance In-plane Switching (AH-IPS) Technology|PC|||PB298Q|PB298Q Widescreen LCD Monitor||LCD Monitor|||5 ms|UW-UXGA|"73.7 cm (29"")"||||Yes||500 mW||||||||178°|Yes|100 x 100|||8.50 kg|||700 mm
|UM.IG6EE.C01, 8654T99, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:9|LED|Acer|200 cd/m²|||Black|16.7 Million Colours|||100,000,000:1||32 mm|167 mm||||||||MPR II|Yes||||281 mm|334 mm||90°|['110 V AC', '220 V AC']|2 Year|Acer, Inc|UM.IG6EE.C01|No|1600 x 900|||1||350 mW|16.20 W|G206HQL Widescreen LCD Monitor1 x VGA CablePower Cord|||Twisted Nematic Film (TN Film)||||G206HQL|G206HQL Widescreen LCD Monitor|G|LCD Monitor|||5 ms|HD+|"49.5 cm (19.5"")"|Anti-glare||||60 Hz|450 mW||No|||-5°to15°|||65°|No||Yes||2 kg|2.30 kg|466 mm|466 mm
