3d compatibility|<page title>|ac adapter included|ac power in|annual energy consumption|anschlüsse|aspect ratio|audio input|audio output|auflösung empfohlen|backlight type|bezel width bottom|bezel width side|bezel width top|bildformat|blickwinkel horizontal|blickwinkel vertikal|bluetooth|builtin camera|builtin microphone|builtin speakers|builtin subwoofer|cable lock slot|cables included|camera included|card reader integrated|certification|colour|colour of product|common interface ci|common interface plus ci|compatible memory cards|compatible with vesawall mounting system|compliance industry standards|composite sync|composite video in|connection to pc|contrast ratio dynamic|contrast ratio typical|dcin jack|depth|depth with stand|digital horizontal frequency|digital vertical frequency|dimensions w x d x h|dimensions w x d x h with stand|display|display brightness|display diagonal|display diagonal metric|display number of colours|display resolution|display srgb|display surface|display technology|display type|display viewable area hxv|displaygröße|displayports quantity|dvi port|dvid ports quantity|dvii ports quantity|effective viewing area|eigenschaften|electromagnetic compatibility|energy efficiency class|energy star certified|epeat compliance|ethernet lan|ethernet lan connection|farbe allgemein|farbe herstellerspezifisch|feet colour|full hd|gewicht netto|glossy display|handheld remote control|hd type|hdcp|hdmi|hdmi ports quantity|hdready|headphone connectivity|headphone out|headphone outputs|height|height adjustment|height with stand|helligkeitleuchtstärke|horizontal scan range|input frequency|input voltage|io ports|kontrastverhältnis|lcd paneltechnologie bzw tm |led backlight|led indicators|linux operating systems supported|mac operating systems supported|manual|maximum resolution|mean time between failures mtbf|megapixel|microphone in|mobile highdefinition link mhl|netzteil|nonoperating altitude|number of colours|number of loudspeakers|number of osd languages|number of products included|on screen display osd|on screen display osd languages|onoff switch|operating altitude|operating relative humidity hh|operating relative humidity range|operating temperature range tt|operating temperature tt|package dimensions wxdxh|package weight|packaging depth|packaging height|packaging width|pc audio in|picture enhancement|pictureinpicture|pivot|pivot angle|pixel pitch|placement supported|plug and play|power consumption|power consumption active|power consumption average|power consumption economy mode|power consumption max|power consumption off|power consumption powersave|power consumption standby|power consumption typical|power cord included|power led|power requirements|product type|prüfzeichenzertifikatezulassungen|quantity|quick start guide|reaktionszeit|relative humidity|response time|rms rated power|rotating|safety|screen saving functions|separate hv sync|signalart|standby led|storage relative humidity hh|storage relative humidity range|storage temperature range tt|storage temperature tt|strahlungsnorm|supported graphics resolutions|supported video modes|svideo in|svideo inputs quantity|swivel|swivel angle|swivel angle range|swivel webcam|swivelling|syncongreen sog|thin client installed|tilt adjustment|tilt angle|tv tuner integrated|usb 20 ports quantity|usb 30 ports quantity|usb powered|user guide on cdrom|vertical scan range|vesa bohrung|vesa mounting interfaces compatibility|vga dsub ports quantity|video dot rate|viewable size diagonal|viewable size horizontal|viewable size vertical|viewing angle horizontal|viewing angle vertical|volume control|wall mountable|weight|weight with stand|width|width with stand|wifi|windows operating systems supported|wireless lan connection
-|E2250SWDNK - AOC Value E2250SWDNK,  LED monitor  - Xpcpro.com|||- kWh||16:9||||W-LED|||||||N|N||N||Kensington|||N|CB, CE, FCC, GOST, ISO 9241-307, RoHS, TÜV-GS, Win7||Black|N|N|N||||||20000000:1|600:1||190 mm||||||LED|200 cd/m²|"21.5 """||16.77 M|1920 x 1080 pixels|||||||||1|||||-|Y|||N||||Y|||||Y|N||||||379.95 mm||||30 - 83 kHz|50/60 Hz|100 - 240 V|||||||||1920 x 1080 pixels|||||||||16||Y||||||||||||||||||0.248 x 0.248 mm||Y||||||||0.5 W|21 W||||||||||5 ms|||UkraineSafety||||||||||1920 x 1080 HD 1080||||||||||N||-4 - 17 °|N|-||||50 - 76 Hz||75 x 75 mm|1|148 MHz|547 mm|476.64 mm|268.11 mm|90 °|65 °||Y|4060 g||511.18 mm||||
N|GE2488HS-B1 - Iiyama ProLite GE2488HS-B1 LED - Xpcpro.com||Y|||16:9||||||||||||N||Y|N|Kensington|AC, Audio 3.5mm, DVI|||CE, TÜV-Bauart, VCCI-B, PSE, CU||Black|||||||||5000000:1|1000:1|||217.5 mm|30 - 80 kHz|55 - 75 Hz|||LED|250 cd/m²|"24 """||16.77 M|1920 x 1080 pixels|||TN|||||Y|1|||||Unspecified|Y|||||||||||Full HD|Y||1||||||N|409 mm|||50/60 Hz|100 - 240 V|||||||||||||||||2|9||Y|CHI SIMPL, CHI TR, DEU, DUT, ENG, FRE, JPN, POL, RUS|||||||||||||||||0.277 x 0.277 mm||Y||||||||0.5 W|23 W|||||||Y|||1 ms|2 W||||Y||||||||1920 x 1080 HD 1080|1080p|||||||||N|Y||N|||||||100 x 100 mm|1|||531.36 mm|298.89 mm|170 °|160 °||Y||3500 g||568 mm||Windows 2000, Windows 7 Home Basic, Windows 8, Windows 95, Windows 98, Windows ME, Windows Vista Home Basic, Windows XP Home|
N|241S4LCB/00 - Philips S-line 241S4LCB,  LED - Xpcpro.com||Y|||16:9||||W-LED||||||||N||N||Y||||BSMI, CE Mark, FCC B, GOST, SASO, SEMKO, TCO 5.2, TUV Ergo, TUV/GS, UL/cUL, WEEE||Black||||||||Y|20000000:1|1000:1||55 mm|227 mm|30 - 83 kHz|56 - 75 Hz|||LED|250 cd/m²|"['24 ""', '61 cm']"||16.77 M|1920 x 1080 pixels|Y||||||||1||||||Y|||||||Y|||||Y|||||||352 mm|100 mm|403 mm|||50/60 Hz|100 - 240 V|||||||Y||1920 x 1080 pixels|30000 h||||||||8|1 pcs|Y|CHI SIMPL, DEU, ENG, ESP, FRE, ITA, POR, RUS|Y|||20 - 80 %|0 - 40 °C|||8300 g|172 mm|405 mm|624 mm||||Y|0 - 90 °|0.276 x 0.276 mm|Horizontal/Vertical|Y||||||0.1 W|12 W|0.1 W|21.9 W||Y||||||||5 ms|||EPEAT Gold, RoHS, PVC / BFR free, Mercury free, Lead free|Y|Y||Y|||-20 - 60 °C|||1920 x 1080 HD 1080|||||-65 - 65 °||||Y|N||-5 - 20 °|N|||||||100 x 100 mm|1|||531.4 mm|298.9 mm|170 °|160 °||Y|4300 g|6300 g|565 mm|565 mm||Y|
N|VG2433-LED - ViewSonic VG2433-LED LED monitor - Xpcpro.com||Y|||16:9||||||||||||N||N|||AC, VGA|||||Black||||||Y|||20000000:1|1000:1||51 mm|204.3 mm|||||LED|300 cd/m²|"['23.6 ""', '61 cm']"|||1920 x 1080 pixels|Y|||||||Y||||||Unspecified||||||||||||Full HD||||||||343.2 mm|Y|382.4 mm|||50/60 Hz|100 - 240 V|||||||Y|||||||||||||Y|||||10 - 90 %|0 - 40 °C||||187 mm|483 mm|581 mm||||Y|0 - 90 °||||||||||||22 W|||||||Y|||5 ms|||||Y||||||||1280 x 1024 SXGA, 1920 x 1080 HD 1080||||||0 - 360 °||Y|Y|N|Y|-5 - 25 °|N|||||||100 x 100 mm|1|||||170 °|160 °||Y|||566 mm|566 mm|||
N|"60B3HAT2EU - Lenovo LED monitor 17"" ThinkVision - Xpcpro.com"||Y|||5:4||||||||||||N||N||Kensington||||TCO 6.0, RoHs, NOM, CCC, AAA-S, KCKC, BSMI, PSB, ISC, cTUVus, NEMKO||Black||||||||||1000:1||165.2 mm||||||LCD|250 cd/m²|"17 """|43.2 cm|16.77 M|1280 x 1024 pixels||Matt|TN|||||Y||||||Unspecified|Y|Gold||||||||||N||||||||405.7 mm|Y|||||||||||||||||||||||||||||8 - 80 %|||0 - 40 °C|||||||||||0.264 x 0.264 mm|||||||||||||||||||||5 ms|||||||||||||1280 x 1024 SXGA||||||||||N|Y|-3 - 22 °|N|||||||100 x 100 mm|1||||||170 °||Y|3600 g||370 mm||||
N|"UM.WV6EE.A01 - Acer V226HQLAbd LED monitor 21.5"" - Xpcpro.com"|||||16:9||||||||||||N||N|||VGA|||TCO||Black|||||||||100000000:1|1000:1||206.8 mm||||||LED|250 cd/m²|"21.5 """|54.6 cm|16.77 M|1920 x 1080 pixels||||||||Y||||||Unspecified|Y|||||||||||Full HD|Y|||||||390.4 mm||||||110 - 220 V||||||||||||||||||||||||||||||||||||||||||||||2.5 W||3.5 W|19.5 W||Y||||||||8 ms|||||||Y||||||1920 x 1080 HD 1080||||||||||N|||N|||||||100 x 100 mm|1|||||178 °|178 °||Y|3240 g|3660 g|508 mm||||
|VA2342-LED - ViewSonic VA2342-LED,  LED monitor  - Xpcpro.com||Y|||16:9||||W-LED||||||||N||N||Kensington|AC, VGA|||CE, CB, BSMI, SASO, C-tick, e-standby, KC, UL/cUL,FCC-B including ICES003, NOM, Mexico Energy,GOSTR/Hygienic, UkrSEPRO, TCO 5.2, Erp, CCC,China, Energy, WEEE, RoHS, SVHC list||Black||||||||Y|10000000:1|1000:1||38 mm|164 mm||||548 x 164 x 415 mm|LED|250 cd/m²|"['23 ""', '58 cm']"|||1920 x 1080 pixels|||||||||1||||||Y|Silver||||||Y||||||||Y||||333 mm||415 mm||24 - 83 kHz|50/60 Hz|100 - 240 V|||||||Y|Y||30000 h||||||||||||||||||||||||||||0.265 x 0.265 mm||||||||||0.5 W|20 W|||||||Y|||5 ms|||||||||||||1920 x 1080 HD 1080|1080p|||||||||||-5 - 15 °|N|||||50 - 76 Hz||100 x 100 mm|1|||||170 °|160 °||Y|4960 g|5620 g|548 mm|548 mm||Y|
N|S26361-K1528-V160 - Fujitsu L22T-7 LED LED monitor - Xpcpro.com||Y|||16:9||||||||||||N||Y||Kensington|AC, VGA|||||Black|||||||||2000000:1|1000:1||54.6 mm|177.7 mm|||||LED|250 cd/m²|"21.5 """|54.6 cm|16.77 M|1920 x 1080 pixels||||||||Y||||||Unspecified|Y|||||||||||Full HD|Y||||||1|322.1 mm||369.6 mm|||50/60 Hz|100 - 240 V||||||||||60000 h|||||||2|||Y|||||||5 - 35 °C||4500 g|||||||||0.248 x 0.248 mm|||||||21 W|0.11 W|0.14 W||16.2 W||Y||||||||5 ms|3 W||||||Y||||||720 x 400, 1280 x 1024 SXGA, 1360 x 768 WXGA, 1440 x 900 WXGA, 1600 x 1200 UXGA, 1680 x 1050 WSXGA, 1920 x 1080 HD 1080, 640 x 480 VGA||||||||||N|Y|-3 - 20 °|N|||||||Y mm|1|||||176 °|170 °||Y|2650 g|2900 g|514.7 mm|514.7 mm|||
|"60003607 - NEC MultiSync EA273WMi LED monitor  27"" - Xpcpro.com"||Y|||16:9|Y|||W-LED|||||||N|N||Y||N|AC, Audio 3.5mm, DVI, USB, VGA|||TCO, RoHS, ISO 9241-307 Class I||White||||||Y||||1000:1||66.5 mm|230 mm|31.5 - 83 kHz|56 - 75 Hz|||LED|250 cd/m²|"['27 ""', '68.58 cm']"||16.77 M|1920 x 1080 pixels|Y||IPS||||1|Y|1|||||Unspecified|Y|Gold||N||||||||Full HD|Y||1|||||377.8 mm|Y|548 mm||31.5 - 83 kHz|||||||Y|||Y|||||||0 - 12192 m|||||Y||Y|0 - 2000 m||20 - 80 %|5 - 35 °C||||||||||Y||0.31 x 0.31 mm|Horizontal/Vertical|Y||||||||0.48 W|31 W||Y||||1|Y|||6 ms|||||Y||Y||10 - 85 %|-10 - 60 °C|||1920 x 1080 HD 1080||||||||Y|Y|N|Y||N|4||||56 - 75 Hz||100 x 100 mm|1|||||178 °|178 °||Y|4300 g|7200 g|639.3 mm|639.3 mm|||N
|24MB35PM-W - LG FLATRON 24MB35PM-W LED Monitor - Xpcpro.com|||||16:9||||||||||||||Y||Kensington|DVI, VGA|||||White|||||||||5000000:1|1000:1|||271 mm|||||LED|250 cd/m²|"23.8 """|60.45 cm|16.77 M|1920 x 1080 pixels||Matt|IPS|||||Y|1||||||Y|||||||||||Full HD|Y|||||Y|||Y|432 mm||30 - 83 kHz|47-63 Hz|90 - 240 V||||||||Y|||||||||2|||Y|CHI SIMPL, DEU, ENG, ESP, FIN, FRE, GRE, ITA, JPN, KOR, POL, POR, RUS, SWE||||||||||||Y|||Y|-90 - 90 °|0.274 x 0.274 mm||Y||||||0.3 W|16.03 W|0.3 W|24 W||||||||||5 ms|1 W||||||||||||1920 x 1080 HD 1080|1080p||||||||||Y|||||||56 - 75 Hz||100 x 100 mm|1|||526.88 mm|296.37 mm|178 °|178 °||Y||5100 g||569 mm|||
N|"X24000A1E0100 - Neovo X24,  LED monitor  23.6"",  - Xpcpro.com"||Y|||16:9|Y||||14 mm|14 mm|14 mm|||||||Y|||AC, Audio 3.5mm, VGA|||FCC, CB, CE, BSMI, RoHS, WEEE, REACH||White|||||||||2000000:1||||155 mm|24 - 83 kHz|50 - 85 Hz|||LED|300 cd/m²|"['61 cm', '23.6 ""']"||16.77 M|1920 x 1080 pixels|||||||||1|||||||||||||||||Full HD||Y|1||||||N|397 mm|||50/60 Hz|100 - 240 V||||||||Y|1920 x 1080 pixels||||||||2 pcs||1 pcs|Y||Y|||10 - 90 %|0 - 40 °C|||10600 g|213 mm|525 mm|676 mm|Y||Y|||0.2715 x 0.2715 mm|Horizontal|||||||0.55 W||0.5 W|27 W||Y||||||||3 ms|4 W|||Y|||Y||5 - 95 %|-20 - 60 °C|||1920 x 1080 HD 1080||1||||||||||||||||||75 x 75, 100 x 100 mm|1|||||170 °|160 °||Y||7900 g||562 mm||Y|
N|"UE28H4000AWXZG - Samsung UE28H4000AW 28"" 4 Series - Xpcpro.com"|||31 kWh||16:9||||||||||||||Y|||AC|||||Black||Y|||||1||Mega Contrast|||62.9 mm|163.4 mm|||||||"28 """|69 cm||1366 x 768 pixels||||||||N||||||A|||N||||||||Y||||2||||1|396.5 mm||435.1 mm|||50/60 Hz|220 - 240 V||||||||Y|||||||||2|27||Y|||||||||5600 g|108 mm|463 mm|815 mm|||Y|||||||||||||0.3 W|21 W|||||||||||10 W||||||||||||||||||||||||||||||||100 x 100 mm|||||||||Y|3700 g|4100 g|643.4 mm|643.4 mm|N||
|"60003544 - NEC SpectraView 242 LED monitor 24.1"" - Xpcpro.com"||||DisplayPort, DVI-D, HDMI mit HDCP||||1.920 x 1.200|||||Wide 15:9/16:9/16:10|||||||||||||||||||||||||||||||||||||||||||"61 cm 24"""|||||||||||||||||10,6 kg||||||||||||||340 cd/qm|||||1000 :1|||||||||||||||||||||||||||||||||||||||||||||||||||||||8 ms||||||||digital/analog||||||||||||||||||||||||||100 x 100 mm|||||||||||||||||
|"LS24D390HL/EN - Samsung S24D390HL LED monitor 24"" - Xpcpro.com"|||||16:9|||||||||||N|N|N||||VGA||N|||Black, Blue|||||||||Mega Contrast|1000:1||80 mm|209.55 mm|||||LED|250 cd/m²|"23.6 """|||1920 x 1080 pixels||Gloss|PLS|||||||||||Unspecified|Y||N|||||||||Full HD|||1|||||332.48 mm|N|409.2 mm|||50/60 Hz|100 - 240 V|||||N||||||||N||||||||||||||||4790 g|131.8 mm|392.9 mm|615 mm||||||||||||||||0.3 W|21 W|||||||Y|||5 ms|||||||||||||1920 x 1080 HD 1080||||||||||N|Y||||||||||1|||||178 °|178 °|||3293 g|206.7 g|547.6 mm|547.6 mm|N|Y|
|X19P00A1E0100 - AG neovo X-19PW 48.2CM 19IN LED - Xpcpro.com||||||Y||||||||||N|N||Y|N|Kensington|Audio 3.5mm, VGA|||CB, FCC, CE, GOST-R, WEEE, RoHS, REACH||White|||||||1|||1000:1||175 mm||||||LED|250 cd/m²|"19 """|48.2 cm|16.77 M|1280 x 1024 pixels|||TFT|||||Y|1|||||Unspecified|||Y|||||||||||||||||420 mm||||30 - 82 kHz||12 V||||||||Y|||||||||2|||||||10 - 90 %|||0 - 40 °C||9600 g|228 mm|525 mm|538 mm|Y|||||0.294 x 0.294 mm||||||||0.5 W||0.5 W|22 W||||||||||3 ms|3 W|||||||5 - 95 %|||-20 - 60 °C||1280 x 1024 SXGA, 1920 x 1080 HD 1080|||1|||||||N|||N||||Y|56 - 75 Hz||75 x 75, 100 x 100 mm|1|||||170 °|160 °||Y|6800 g||445 mm||N||
|"LW24B011E0100 - Neovo L-W24 LED monitor 24"" 1920 x - Xpcpro.com"|||||||||||||||||||Y|||AV|||FCC, CE, CB, BSMI, GOST-R, WEEE, REACH||Black|||||||||20000000:1|||190 mm|||||||250 cd/m²|"24 """||16.77 M|1920 x 1080 pixels||||LED||||Y|1||||||Y|||||||||||Full HD|||1|||||395 mm||||30 - 83 kHz||||||||||Y||||||||||||||||10 - 85 %|||0 - 40 °C||5700 g|130 mm|423 mm|622 mm||||||0.2765 x 0.2765 mm||||||||0.5 W||0.5 W|33 W||||||||||3 ms|4 W|||||||10 - 85 %|||-25 - 55 °C||||||||||||||||||||55 - 75 Hz||100 x 100 mm||||||170 °|160 °||Y|4300 g||566 mm||||
N|60003337 - NEC MultiSync EA224WMi,  LED monitor  - Xpcpro.com||Y|||16:9||||W-LED||||||||N||Y||Kensington|AC, Audio 3.5mm, DVI, USB, VGA|||TCO 5.2; TÜV; TÜV GS; GEEA; FCC B; PCT/Gost; UL/C-UL; CSA; ISO 9241-307; MPR III||White||||||||Y|25000:1|1000:1|||218 mm|31.5 - 83 kHz|56 - 75 Hz|||LED|250 cd/m²|"['54.61 cm', '21.5 ""']"||16.77 M|1920 x 1080 pixels|Y||IPS||||1||1||||||Y|Gold||||||Y|||||Y|Y|1||3.5 mm|1|||Y|370 mm|||||||||||Y|Y|1920 x 1080 pixels||||||||2 pcs||1 pcs|Y||Y|||20 - 80 %|5 - 35 °C||||||||||||0.247 x 0.247 mm|Horizontal/Vertical|Y|||||26 W||0.43 W||15 W||Y||||||||14 ms|2 W|||Y|||Y||||||1280 x 960, 1440 x 1050, 1024 x 768 XGA, 1280 x 1024 SXGA, 1280 x 720 HD 720, 1280 x 768 WXGA, 1360 x 768 WXGA, 1366 768, 1440 x 900 WXGA, 1600 x 1200 UXGA, 1680 x 1050 WSXGA, 1920 x 1080 HD 1080, 640 x 480 VGA, 800 x 600 SVGA|||||-170 - 170 °|||||||-5 - 30 °||5||||||100 x 100 mm|1|||||178 °|178 °|Digital|Y||5600 g||507 mm||Y|
N|24MB35PY-B - LG FLATRON 24MB35PY-B LED 60CM24I - Xpcpro.com|Y||||16:9||||||||||||N||Y||N|AC, DVI, USB, VGA|||||Black|||||||||5000000:1|1000:1||63.5 mm|271.7 mm|||||LED|250 cd/m²|"23.8 """||16.77 M|1920 x 1080 pixels||Matt|IPS||||1|N|1|||||Unspecified||Gold||||||||||Full HD|Y||1|||||343 mm|Y|432 mm|||50/60 Hz|100 - 240 V|||||||||||||||||2|||Y||Y|||||||||||Y|||Y|0 - 90 °|0.275 x 0.275 mm||Y||||||0.3 W|19 W|0.3 W|24 W||Y||||||||5 ms|2 W||||||Y||||||1920 x 1080 HD 1080||||||||||N|Y|-5 - 20 °|N|2||||||100 x 100 mm|1|||||178 °|178 °||Y|4720 g|5080 g|569 mm|569 mm|||
N|B2283HS-B1 - Iiyama ProLite B2283HS  LED monitor  - Xpcpro.com||Y|||16:9||||||||||||N||Y|N|Kensington|AC, Audio 3.5mm, DVI, VGA|||TCO, CE, TUV-GS, VCCI-B, CU||Black|||||||||5000000:1|1000:1|||230 mm|||||LED|250 cd/m²|"21.5 """||16.77 M|1920 x 1080 pixels|||TN|||||Y|1|||||Unspecified|Y|||||||||||Full HD|Y||1|||Y|||Y|501.5 mm||30 - 80 kHz|50/60 Hz|100 - 240 V|||||||Y||||||||||2|11||Y|CHI TR, CZE, DEU, DUT, ENG, ESP, FRE, ITA, JPN, POL, RUS|||||||||||||||Y|0 - 90 °|0.248 x 0.248 mm||Y||||||||0.5 W|21 W|||||||Y|||2 ms|2 W||||Y||||||||1920 x 1080 HD 1080||||||||Y||N|Y||N|||||55 - 75 Hz||100 x 100 mm|1|||476.6 mm|268.1 mm|170 °|160 °||Y||4800 g||505 mm||Windows 2000, Windows 7 Home Basic, Windows 8, Windows 95, Windows 98, Windows ME, Windows Vista Home Basic, Windows XP Home|
|241P4QRYES/00 - Philips Brilliance P-line - Xpcpro.com|||||16:9||||W-LED||||||||||Y||Kensington||||BSMI, CE Mark, cETLus, FCC Class B, GOST, SASO, SEMKO, TCO 6.0, TUV Ergo, TUV/GS, WEEE, EnergyStar 6.0, ErgoSensor, EPEAT Gold, TCO edge, RoHS, PVC / BFR free housing, Mercury free, Lead free||Black, Silver, White|||||||||20000000:1|3000:1||61 mm|220 mm|||||LCD|250 cd/m²|"24 """|61 cm|16.77 M|1920 x 1080 pixels|||A-MVA||||1|Y|1|||||Unspecified|Y|Gold||||||||||Full HD|Y|||||1||353 mm|Y|521 mm||30 - 83 kHz|50/60 Hz|100 - 240 V|||||||||||||||||2|21||Y|CHI SIMPL, CHI TR, CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR||||||||7930 g|273 mm|422 mm|626 mm|Y||||0 - 90 °|0.276 x 0.276 mm||Y|||||||16 W|0.2 W|21.6 W||||||||||12 ms|3 W||||||||||||1920 x 1080 HD 1080||||||||||||||4||||56 - 75 Hz||100 x 100 mm|1|||||178 °|178 °||Y|3100 g|5300 g|565 mm|565 mm|||
N|"X2400011E0100 - Neovo X24,  LED monitor 23.6"",  - Xpcpro.com"|||- kWh||Unspecified||||||||||||N||Y||-|HDMI, VGA|||FCC, CB, CE, BSMI, Erp, RoHS, WEEE, REACH||Black|||||||2||20000000:1|||397 mm||24 - 82 kHz|50 - 85 Hz|||LED|300 cd/m²|"23.6 """||16.77 M|1920 x 1080 pixels|||||||||1|||||Unspecified||||||||Y|||||N||1|||||155 mm|||||50/60 Hz|100 - 240 V||||||||Y|||||||||2 pcs||||||||10 - 90 %|0 - 40 °C|||10.6 g|525 mm|213 mm|676 mm||||||||||||||0.5 W||0.5 W|25 W||||||||||3 ms|2 W||||||||5 - 95 %|-20 - 60 °C|||1920 x 1080 HD 1080||1||||||||N|||N|||||||100 x 100, 75 x 75 mm|1|||||170 °|160 °||Y|7900 g||562 mm||||
N|24MB35PM-B - LG FLATRON 24MB35PM-B LED 60CM24I - Xpcpro.com|||||16:9||||||||||||N||Y|||AC, Audio 3.5mm, DVI, VGA||N|||Black||||||Y|||5000000:1|1000:1||63 mm|271 mm|||||LED|250 cd/m²|"23.8 """|60.4 cm|16.77 M|1920 x 1080 pixels|||IPS|||||Y|1|||||Unspecified|Y|||||||||||Full HD|Y||||||1|342 mm|Y|432 mm||30 - 83 kHz|47-63 Hz|90 - 240 V||||||||Y|||||||||2|14||Y|DEU, ENG, ESP, FIN, FRE, GRE, ITA, JPN, KOR, POL, POR, RUS, SWE|||10 - 80 %|||10 - 35 °C||||||Y|||Y|-90 - 90 °|0.274 x 0.274 mm||Y||||||0.3 W||0.3 W|24 W||Y||||||||5 ms|2 W||||Y||Y|5 - 90 %|||-20 - 60 °C||1920 x 1080 HD 1080|1080p||||||||Y|N|Y|-5 - 20 °|N||||Y|56 - 75 Hz||100 x 100 mm|1|||526.88 mm|296.37 mm|178 °|178 °||Y||5100 g|569 mm|569 mm|||
N|"UM.FB6EE.013 - Acer B246HLymdprz LED monitor 24"" - Xpcpro.com"|||||16:9||||||||||||N||Y|||AC, Audio 3.5mm, DisplayPort, DVI, VGA|||TCO '06CEGSISO 9241-307||Grey|||||||||100000000:1|250:1||221.2 mm||||||LED|250 cd/m²|"24 """|61 cm|16.77 M|1920 x 1080 pixels||Matt|TNFilm||||1|Y|||||||Y|Gold||||||||||Full HD|Y|||||||385.5 mm|Y|||30 - 80 kHz|50/60 Hz|100 - 240 V|||||||||||||||||2||||||||||||8000 g|176 mm|425 mm|625 mm||||Y|0 - 90 °|0.276 x 0.276 mm||||||||||0.45 W|20.9 W|||||||Y|||5 ms|4 W||||||||||||1920 x 1080 HD 1080||||||-60 - 60 °||Y||N|Y|-5 - 35 °|N|||||55 - 75 Hz||100 x 100 mm|1|||531 mm|299 mm|170 °|160 °||Y|3440 g|6100 g|567 mm||||
N|E2260SDA - AOC Professional e2260Sda, LED monitor - Xpcpro.com|||||16:10||||||||||||N||N||||||TCO 5.0||Black|||||||||20000000:1|1000:1||408.3 mm||||||LED|250 cd/m²|"['22 ""', '54.7 cm']"||16.77 M|1680 x 1050 pixels|||||||||1|||||Unspecified|Y|Gold||||||||||N|N|||||||219.3 mm||||30 - 83 kHz|50/60 Hz|90 - 240 V||||||||||||||||||||||||||||||||||||||0.248 x 0.248 mm||||||||||0.4 W|15.5 W||||||||||5 ms|||||||||||||1680 x 1050 WSXGA||||||||||N||-5 - 15 °|N|||||55 - 75 Hz||100 x 100 mm|1|||||170 °|160 °||Y|2700 g||507.8 mm||||
N|C240P4QPYEW/00 - Philips Brilliance C240P4QPYEW  - Xpcpro.com|||||16:10||||W-LED||||||||N||Y||Kensington||||EC/EN60601-1-2, CE JIS Z2801, TUV/GS, TUV Ergo, TCO 6.0||White||||||||||1000:1||65 mm|244 mm|||||LED|300 cd/m²|"24 """|61 cm|16.77 M|1920 x 1200 pixels|Y||IPS||||1|Y|1|||||Unspecified|Y|Gold|N||||||||||Y|||||||388 mm|Y|550 mm||24 - 94 kHz|50/60 Hz|100 - 240 V|||||Y|||Y||30000 h|||||0 - 12192 m||2|||Y||Y|0 - 3658 m|20 - 80 %|||0 - 40 °C||9800 g|286 mm|457 mm|632 mm||||Y|0 - 90 °|0.270 x 0.270 mm||Y||||||||0.4 W|17.4 W||Y|||||Y|||14 ms|4 W||RoHS, WEEE, EC/EN60601-1, CE, GOST||Y||Y|10 - 80 %|||-20 - 60 °C||1920 x 1200 WUXGA||||||-65 - 65 °||Y|Y|N|Y|-5 - 20 °|N|4||||48 - 85 Hz||100 x 100 mm|1|||518.4 mm|324 mm|178 °|178 °||Y|4640 g|6970 g|555 mm|555 mm|N|Y|
N|"P2460PXQU - AOC P2460Pxqu LED monitor 24"" 1920 x - Xpcpro.com"|||||16:10||||||||||||N||Y||Kensington|AC, Audio 3.5mm, DisplayPort, DVI, VGA|||CE, RoHS, TUV-GS, TCO 6.0, CU, ISO9241-307||Black|||||||||50000000:1|1000:1|Y|244.6 mm||30 - 83 kHz|56 - 76 Hz|||LED|250 cd/m²|"24 """|61 cm|16.77 M|1920 x 1200 pixels|||PLS||||1|Y|1|1||||Unspecified|Y|Gold|||||Black||||||Y|||||||553.4 mm|Y||||50/60 Hz|100 - 240 V|||||||||||||||||2|||Y|||||||||8580 g|186 mm|455 mm|680 mm||||Y||0.269 x 0.269 mm||||||||0.5 W||1 W|24 W||||||||||5 ms|4 W||||||||||||1920 x 1200 WUXGA||||||||Y|||Y|-6.5 - 23 °|N|2|2||Y|||N mm|1|||518.4 mm|324 mm|178 °|178 °||N|6650 g||558.4 mm||||
N|LS22D390QS/EN - Samsung S22D390Q  LED monitor  - Xpcpro.com|||48 kWh||16:9|N||||||||||N|N||N||N|VGA|||||Black|||||||||Mega Contrast|1000:1||81.7 mm|209 mm|||||LED|250 cd/m²|"21.5 """||16.77 M|1920 x 1080 pixels|||PLS|||||N||||||C|||N|||||||||Full HD|||1||||1|323.3 mm|N|389.4 mm|||50/60 Hz|100 - 240 V|||||||Y|Y|||||||||||||||||||||4700 g|132 mm|386 mm|577 mm||||||||||||||||0.3 W|33 W|||||||Y|||5 ms|||||||||||||1920 x 1080 HD 1080||||||||||N|Y|-1 - 20 °|N|||||||N mm|1|||||178 °|178 °||N|3150 g|3400 g|514.2 mm|514.2 mm|N|Y|
