<page title>|aspect ratio|brightness|builtin speakers|component|contrast ratio|display colors|displayport|dvi|dvid duallink|hdmi|ips|led|manufacturer|minidisplay port|model|part|recommended resolution|refresh rate|response time|screen size|svideo|vga|viewing angle|widescreen
"HP Z22i 60Hz 21.5"" Monitor (D7Q14A4#ABA) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||1000:1||1||1||Yes|Yes|HP||Z22i|D7Q14A4#ABA|1920 x 1080|60Hz|8 ms|"21.5"""||1||Yes
"Planar PXL2240MW 22.0"" Monitor (997-7144-00) - PCPartPicker Canada"|16:9|220 cd/m²|Yes||1000:1|16700000||1||1|No|No|Planar||PXL2240MW|997-7144-00|1920 x 1080||5 ms|"22"""||1|170° H x 160° V|Yes
"Philips 220B4LPCB 60Hz 22.0"" Monitor (220B4LPCB) - PCPartPicker Canada"|16:10|250 cd/m²|Yes||1000:1|16700000||1|||No|Yes|Philips|||220B4LPCB|1680 x 1050|60Hz|5 ms|"22"""||1|170° H x 160° V|Yes
"HP ZR2740w 60Hz 27.0"" Monitor (XW476A8#ABA) - PCPartPicker Canada"|16:9|380 cd/m²|No||1000:1|1070000000|1|1|||Yes|Yes|HP||ZR2740w|XW476A8#ABA|2560 x 1440|60Hz|14 ms|"27"""|||178° H x 178° V|Yes
"Planar PL1920M 19.0"" Monitor (997-5956-00) - PCPartPicker Canada"|5:4|300 cd/m²|Yes|1|1000:1|16700000|||||No|No|Planar||PL1920M|997-5956-00|1280 x 1024||5 ms|"19"""|1|1|170° H x 160° V|No
"Dell P2012H 60Hz 20.0"" Monitor (469-1624) - PCPartPicker Canada"|16:9|250 cd/m²|No||DC 2,000,000:1 (1000:1)|16700000||1|||No|Yes|Dell||P2012H|"469-1624
(or) P2012H"|1600 x 900|60Hz|5 ms|"20"""||1|170° H x 160° V|Yes
"Eizo CG245W-BK 24.1"" Monitor (CG245W-BK) - PCPartPicker Canada"|16:10|270 cd/m²|No||850:1||1|2|||No|No|Eizo|||CG245W-BK|1920 x 1200||5 ms|"24.1"""|||178° H x 178° V|Yes
"NEC E222W-BK 22.0"" Monitor (E222W-BK) - PCPartPicker Canada"|16:10|250 cd/m²|No||1000:1|||1|||No|No|NEC|||E222W-BK|1680 x 1050||5 ms|"22"""||1|178° H x 178° V|Yes
"ViewSonic VA705-LED 17.0"" Monitor (VA705-LED) - PCPartPicker Canada"|5:4|250 cd/m²|No||DC 10,000,000:1 (1000:1)||||||No|Yes|ViewSonic|||VA705-LED|1280 x 1024||5 ms|"17"""||1|170° H x 160° V|No
"Acer B326HUL ymiidphz 60Hz 32.0"" Monitor (UM.JB6AA.001) - PCPartPicker Canada"|16:9|300 cd/m²|Yes||ACM 100,000,000:1 (3000:1)|1070000000|1|1||2|No|No|Acer||B326HUL ymiidphz|UM.JB6AA.001|2560 x 1440|60Hz|6 ms|"32"""|||178° H x 178° V|Yes
"BenQ XL2720Z 144Hz 27.0"" Monitor (XL2720Z) - PCPartPicker Canada"|16:9|300 cd/m²|No||1000:1||1|1||2|No|Yes|BenQ|||XL2720Z|1920 x 1080|144Hz|1 ms|"27"""||1|170° H x 160° V|Yes
"Acer UM.HS1AA.D01 60Hz 27.0"" Monitor (UM.HS1AA.D01) - PCPartPicker Canada"|16:9|300 cd/m²|No||100,000,000:1|16700000||1||1|No|Yes|Acer|||UM.HS1AA.D01|1920 x 1080|60Hz|6 ms|"27"""||1|178° H x 178° V|Yes
"Samsung S20B300B 60Hz 20.0"" Monitor (S20B300B) - PCPartPicker Canada"|16:9|250 cd/m²|No||DCR Mega 8 (1000:1)|16700000||1|||No|Yes|Samsung|||S20B300B|1600 x 900|60Hz|5 ms|"20"""||1|170° H x 160° V|Yes
"HP Smartbuy V241 60Hz 23.6"" Monitor (E5Z68A8#ABA) - PCPartPicker Canada"|16:9|250 cd/m²|No||DRC 3,000,000:1(1000:1)|16700000||1|||No|Yes|HP||Smartbuy V241|E5Z68A8#ABA|1920 x 1080|60Hz|5 ms|"23.6"""||1|170° H x 160° V|Yes
"Lenovo ThinkVision L197 19.0"" Monitor (4434HE1) - PCPartPicker Canada"|16:10|250 cd/m²|No||1000:1|16700000||1|||No|No|Lenovo||ThinkVision L197|4434HE1|1440 x 900||5 ms|"19"""||1|170° H x 160° V|Yes
"NEC V321-2 32.0"" Monitor (V321-2) - PCPartPicker Canada"|16:9|450 cd/m²|No||3000:1|||1||1|No|No|NEC|||V321-2|1366 x 768||8 ms|"32"""|1|2|178° H x 178° V|Yes
"Acer S236HLtmjj 60Hz 23.0"" Monitor (UM.VS6AA.001) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||ACM 100,000,000:1 (1,000:1)|16700000||||2|Yes|Yes|Acer||S236HLtmjj|UM.VS6AA.001|1920 x 1080|60Hz|6 ms|"23"""||1|178° H x 178° V|Yes
"Planar PL1900 19.0"" Monitor (997-3095-00) - PCPartPicker Canada"|5:4|300 cd/m²|No||700:1|16200000|||||No|No|Planar||PL1900|997-3095-00|1280 x 1024||5 ms|"19"""||1|150° H x 140° V|No
"Samsung S27C450D 27.0"" Monitor (S27C450D) - PCPartPicker Canada"|16:9|300 cd/m²|No||1000:1|16700000||1|||No|Yes|Samsung|||S27C450D|1920 x 1080||5 ms|"27"""||1|170° H x 160° V|Yes
"Acer B273Hbmidhz 27.0"" Monitor (ET.HB3HP.002) - PCPartPicker Canada"|16:9|300 cd/m²|Yes||ACM 80000:1(1000:1)|16700000||1||1|No|No|Acer||B273Hbmidhz|ET.HB3HP.002|1920 x 1080||5 ms|"27"""||1|160° H x 160° V|Yes
"NEC AS193i-BK 60Hz 19.0"" Monitor (AS193i-BK) - PCPartPicker Canada"|5:4|250 cd/m²|No||1000:1|||1|||Yes|Yes|NEC|||AS193i-BK|1280 x 1024|60Hz|14 ms|"19"""||1|178° H x 178° V|No
"LG 22MB35D-B 60Hz 22.0"" Monitor (22MB35D-B) - PCPartPicker Canada"|16:9|250 cd/m²|No||DFC 5,000,000:1 (1000:1)|||1|||No|Yes|LG|||22MB35D-B|1920 x 1080|60Hz|5 ms|"22"""||1|170° H x 160° V|Yes
"Asus VS229H-P 21.5"" Monitor (VS229H-P) - PCPartPicker Canada"|16:9|250 cd/m²|No||ASCR 50000000:1|16700000||1||1|Yes|Yes|Asus|||VS229H-P|1920 x 1080||5 ms|"21.5"""||1|178° H x 178° V|Yes
"Eizo CG275W-BK 27.0"" Monitor (CG275W-BK) - PCPartPicker Canada"|16:9|270 cd/m²|No||850:1|1070000000|1|1|||Yes|No|Eizo|1||CG275W-BK|2560 x 1440||6 ms|"27"""|||178° H x 178° V|Yes
"Samsung S24C450BW 24.0"" Monitor (S24C450BW) - PCPartPicker Canada"|16:10|250 cd/m²|No||1000:1|16700000||1|||No|Yes|Samsung|||S24C450BW|1920 x 1200||5 ms|"24"""||1|170° H x 160° V|Yes
"Asus VH238H 23.0"" Monitor (VH238H) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||ASCR 50,000,000:1|16700000||1||1|No|Yes|Asus|||VH238H|1920 x 1080||2 ms|"23"""||1|170° H x 160° V|Yes
"HP Z24i 60Hz 24.0"" Monitor (D7P53A4#ABA) - PCPartPicker Canada"|16:10|300 cd/m²|Yes||1000:1||1||1||Yes|Yes|HP||Z24i|D7P53A4#ABA|1920 x 1200|60Hz|8 ms|"24"""||1|178° H x 178° V|Yes
"Dell E2715H 60Hz 27.0"" Monitor (E2715H) - PCPartPicker Canada"|16:9|300 cd/m²|No||1,000:1|16700000|1|1|||Yes|Yes|Dell|||E2715H|1920 x 1080|60Hz|8 ms|"27"""||1|178° H x 178° V|Yes
"HP C9V75A8#ABA 60Hz 23.0"" Monitor (C9V75A8#ABA) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||1000:1|16700000|||||No|Yes|HP|||C9V75A8#ABA|1920 x 1080|60Hz|5 ms|"23"""||1||Yes
"Samsung T27B350ND 27.0"" Monitor (T27B350ND) - PCPartPicker Canada"|16:9|300 cd/m²|Yes||1000:1|||||2|No|Yes|Samsung|||T27B350ND|1920 x 1080||5 ms|"27"""||1|170° H x 160° V|Yes
"HP LA1951g 19.0"" Monitor (EM890AA#ABA) - PCPartPicker Canada"|5:4|250 cd/m²|No||1000:1|||1|||No|No|HP||LA1951g|EM890AA#ABA|1280 x 1024||5 ms|"19"""||1|160° H x 160° V|No
"Samsung S24C650BW 60Hz 24.0"" Monitor (S24C650BW) - PCPartPicker Canada"|16:10|250 cd/m²|No||1000:1|||1|||No|Yes|Samsung|||S24C650BW|1920 x 1200|60Hz|5 ms|"24"""||1|178° H x 178° V|Yes
"Dell S2440L 60Hz 24.0"" Monitor (S2440L) - PCPartPicker Canada"|16:9|250 cd/m²|No||DC 8,000,000:1 (5000:1)|16700000||||1|No|Yes|Dell|||S2440L|1920 x 1080|60Hz|6 ms|"24"""||1|178° H x 178° V|Yes
"NEC LCD2190UXp-BK 21.3"" Monitor (LCD2190UXp-BK) - PCPartPicker Canada"|4:3|300 cd/m²|No||1000:1|16700000||1|||No|No|NEC|||LCD2190UXp-BK|1600 x 1200||16 ms|"21.3"""||1|178° H x 178° V|No
"ViewSonic VA2246M-LED 60Hz 22.0"" Monitor (VA2246M-LED) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||10,000,000:1|||1|||No|Yes|ViewSonic|||VA2246M-LED|1920 x 1080|60Hz|5 ms|"22"""||1|170° H x 160° V|Yes
"NEC V322 60Hz 32.0"" Monitor (V322) - PCPartPicker Canada"|16:9|340 cd/m²|No||3000:1|16700000|1|1||1|No|No|NEC|||V322|1366 x 768|60Hz|8 ms|"32"""|1|1|178° H x 178° V|Yes
"Dell P2214H 60Hz 21.5"" Monitor (P2214H) - PCPartPicker Canada"|16:9|250 cd/m²|No||1000:1|16770000|1|1|||Yes|Yes|Dell|||P2214H|1920 x 1080|60Hz|8 ms|"21.5"""||1|178° H x 178° V|Yes
"BenQ XL2420TX 120Hz 24.0"" Monitor (XL2420TX) - PCPartPicker Canada"|16:9|350 cd/m²|No||DC 12M:1 (1000:1)|16700000|1|1||2|No|Yes|BenQ|||XL2420TX|1920 x 1080|120Hz|5 ms|"24"""||1|170° H x 160° V|Yes
"3M M2167PW 21.5"" Monitor (98-0003-3729-9) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||5000:1|16700000|1|||1|No|Yes|3M||M2167PW|98-0003-3729-9|1920 x 1080||16 ms|"21.5"""||1|178° H x 178° V|Yes
"Philips 220S4LSB 60Hz 22.0"" Monitor (220S4LSB) - PCPartPicker Canada"|16:10|250 cd/m²|No||1000:1|16700000||1|||No|Yes|Philips|||220S4LSB|1680 x 1050|60Hz|5 ms|"22"""||1|170° H x 160° V|Yes
"AOC e2752She 60Hz 27.0"" Monitor (e2752She) - PCPartPicker Canada"|16:9|300 cd/m²|No||20,000,000:1 (dynamic)|16700000||||2|No|Yes|AOC|||e2752She|1920 x 1080|60Hz|2 ms|"27"""||1|170° H x 160° V|Yes
"ViewSonic TD2220 22.0"" Monitor (TD2220) - PCPartPicker Canada"|16:9|200 cd/m²|Yes||1000:1|||1|||No|Yes|ViewSonic|||TD2220|1920 x 1080||5 ms|"22"""||1|170° H x 160° V|Yes
"Planar PLL2210MW 22.0"" Monitor (997-6404-00) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||1000:1|16700000||1|||No|Yes|Planar||PLL2210MW|997-6404-00|1920 x 1080||5 ms|"22"""||1|170° H x 160° V|Yes
"NEC AS191WM-BK 19.0"" Monitor (AS191WM-BK) - PCPartPicker Canada"|16:10|250 cd/m²|No||1000:1|||1|||No|No|NEC|||AS191WM-BK|1440 x 900||5 ms|"19"""||1|176° H x 176° V|Yes
"Planar PXL2760MW 60Hz 27.0"" Monitor (997-7020-00) - PCPartPicker Canada"|16:9|300 cd/m²|Yes||1200:1|16700000|1|||1|No|Yes|Planar||PXL2760MW|997-7020-00|1920 x 1080|60Hz||"27"""||1|170° H x 160° V|Yes
"ViewSonic VG2039m-LED 60Hz 20.0"" Monitor (VG2039m-LED) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||1000:1||||||No|Yes|ViewSonic|||VG2039m-LED|1600 x 900|60Hz|5 ms|"20"""||1||Yes
"DoubleSight DS-309W 30.0"" Monitor (DS-309W) - PCPartPicker Canada"|16:10|370 cd/m²|Yes||1000:1||1||1|1|Yes|No|DoubleSight|||DS-309W|2560 x 1600||7 ms|"30"""||1|178° H x 178° V|Yes
"Acer UM.BV6AA.003 75Hz 17.0"" Monitor (UM.BV6AA.003) - PCPartPicker Canada"|5:4|250 cd/m²|No||100,000,000:1|16700000|||||No|Yes|Acer|||UM.BV6AA.003|1280 x 1024|75Hz|5 ms|"17"""||1||No
"Acer V206HQLAbd 60Hz 19.5"" Monitor (UM.IV6AA.A02) - PCPartPicker Canada"|16:9|200 cd/m²|No||100,000,000:1|16700000||1|||No|Yes|Acer||V206HQLAbd|UM.IV6AA.A02|1600 x 900|60Hz|5 ms|"19.5"""||1|90° H x 65° V|Yes
"NEC E243WMi-BK 60Hz 23.8"" Monitor (E243WMi-BK) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||1000:1|16700000|1|1|||Yes|Yes|NEC|||E243WMi-BK|1920 x 1080|60Hz|5 ms|"23.8"""||1|178° H x 178° V|Yes
"ViewSonic VA2703 27.0"" Monitor (VA2703) - PCPartPicker Canada"|16:9|300 cd/m²|No||1200:1|||1|||No|No|ViewSonic|||VA2703|1920 x 1080||3 ms|"27"""||1|170° H x 160° V|Yes
"Acer V206HQLAbmd 60Hz 19.5"" Monitor (UM.IV6AA.A01) - PCPartPicker Canada"|16:9|200 cd/m²|Yes||DC 100,000,000:1 (600:1)|16700000||1|||No|Yes|Acer||V206HQLAbmd|UM.IV6AA.A01|1600 x 900|60Hz|5 ms|"19.5"""||1||Yes
"ViewSonic VX2370Smh-LED 23.0"" Monitor (VX2370Smh-LED) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||30,000,000:1|||1||1|Yes|Yes|ViewSonic|||VX2370Smh-LED|1920 x 1080||7 ms|"23"""||1|178° H x 178° V|Yes
"LG 24M34D-B 60Hz 23.6"" Monitor (24M34D-B) - PCPartPicker Canada"|16:9|200 cd/m²|No||DFC 5,000,000:1 (1000:1)|||1|||No|Yes|LG|||24M34D-B|1920 x 1080|60Hz|5 ms|"23.6"""||1|170° H x 160° V|Yes
"Philips 227E4LSB 60Hz 21.5"" Monitor (227E4LSB) - PCPartPicker Canada"|16:9|250 cd/m²|No||1000:1|16700000||1|||No|Yes|Philips|||227E4LSB|1920 x 1080|60Hz|5 ms|"21.5"""||1|176° H x 170° V|Yes
"Hannspree HL203DPB 20.0"" Monitor (HL203DPB) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||Active contrast: 30,000,000:1|16700000||1|||No|Yes|Hannspree|||HL203DPB|1600 x 900||5 ms|"20"""||1|170° H x 160° V|Yes
"LG 23ET63B-W 60Hz 23.0"" Monitor (23ET63B-W) - PCPartPicker Canada"|16:9|250 cd/m²|No||1,000:1 (Typ) 5M:1 (DFC)|16700000||||1|Yes|Yes|LG|||23ET63B-W|1920 x 1080|60Hz|5 ms|"23"""||1|178° H x 178° V|Yes
"LG 24MB35PY-B 60Hz 23.8"" Monitor (24MB35PY-B) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||DFC 5,000,000:1 (1000:1)||1|1|||Yes|Yes|LG|||24MB35PY-B|1920 x 1080|60Hz|5 ms|"23.8"""||1|178° H x 178° V|Yes
"LG N1742LP-BF 17.0"" Monitor (N1742LP-BF) - PCPartPicker Canada"|5:4|250 cd/m²|Yes||DFC 8,000:1|16700000|||||No|No|LG|||N1742LP-BF|1280 x 1024||5 ms|"17"""||1|170° H x 160° V|No
"HP A6B85AA#ABA 60Hz 23.0"" Monitor (A6B85AA#ABA) - PCPartPicker Canada"|16:9|250 cd/m²|No||1000:1|||2|||No|Yes|HP|||A6B85AA#ABA|1920 x 1080|60Hz|5 ms|"23"""||1||Yes
"AOC E960SN 19.0"" Monitor (E960SN) - PCPartPicker Canada"|16:9|250 cd/m²|No||2,000,000:1||||||No|Yes|AOC|||E960SN|1366 x 768|||"19"""||1||Yes
"Samsung T22B350ND 21.5"" Monitor (T22B350ND) - PCPartPicker Canada"|16:9|250 cd/m²|Yes|1|1000:1|||||2|No|Yes|Samsung|||T22B350ND|1920 x 1080||5 ms|"21.5"""|1|1|170° H x 160° V|Yes
"NEC P232W-BK-SV 23.0"" Monitor (P232W-BK-SV) - PCPartPicker Canada"|16:9|250 cd/m²|No||1000:1|1070000000|1|1||1|Yes|Yes|NEC|||P232W-BK-SV|1920 x 1080||8 ms|"23"""||1|178° H x 178° V|Yes
"Dell P2213 60Hz 22.0"" Monitor (469-3136) - PCPartPicker Canada"|16:10|250 cd/m²|No||DC 2,000,000:1 (1000:1)|16700000|1|1|||No|Yes|Dell||P2213|469-3136|1680 x 1050|60Hz|5 ms|"22"""||1|170° H x 160° V|Yes
"ViewSonic VP2772 60Hz 27.0"" Monitor (VP2772) - PCPartPicker Canada"|16:9|350 cd/m²|Yes||1000:1||1|1||1|Yes|Yes|ViewSonic|||VP2772|2560 x 1440|60Hz|12 ms|"27"""|||178° H x 178° V|Yes
"NEC MD302C4 30.0"" Monitor (MD302C4) - PCPartPicker Canada"|16:10||Yes||1000:1||||||No|Yes|NEC|||MD302C4|2560 x 1600||7 ms|"30"""||||Yes
"Planar 997-7305-00 60Hz 19.5"" Monitor (997-7305-00) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||1,000:1|16700000||1|||No|Yes|Planar|||997-7305-00|1600 x 900|60Hz|5 ms|"19.5"""||1|170° H x 160° V|Yes
"AOC e2752Vh 60Hz 27.0"" Monitor (e2752Vh) - PCPartPicker Canada"|16:9|300 cd/m²|Yes||20,000,000:1 (dynamic)|16700000||1||1|No|Yes|AOC|||e2752Vh|1920 x 1080|60Hz|2 ms|"27"""||1|170° H x 160° V|Yes
"Philips 241B4LPYCB 60Hz 24.0"" Monitor (241B4LPYCB) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||20,000,000:1|16700000|1|1|||No|Yes|Philips|||241B4LPYCB|1920 x 1080|60Hz|5 ms|"24"""||1|170° H x 160° V|Yes
"Samsung S19C450BR 19.0"" Monitor (S19C450BR) - PCPartPicker Canada"|5:4|250 cd/m²|No||1000:1|16700000||1|||No|Yes|Samsung|||S19C450BR|1280 x 1024||5 ms|"19"""||1|170° H x 160° V|No
"HP E9Q82A8#ABA 60Hz 24.0"" Monitor (E9Q82A8#ABA) - PCPartPicker Canada"|16:10|350 cd/m²|Yes||5,000,000:1|1070000000|1|1||1|Yes|Yes|HP|||E9Q82A8#ABA|1920 x 1200|60Hz|12 ms|"24"""||||Yes
"Asus PB238Q 23.0"" Monitor (PB238Q) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||ASCR 80,000,000:1|16700000|1|1||1|Yes|Yes|Asus|||PB238Q|1920 x 1080||6 ms|"23"""||1|178° H x 178° V|Yes
"Gateway KX2153 Abd 60Hz 21.5"" Monitor (UM.WW3AA.A02) - PCPartPicker Canada"|16:9|250 cd/m²|No||3000:1 (Native)|16700000||1|||No|Yes|Gateway||KX2153 Abd|UM.WW3AA.A02|1920 x 1080|60Hz|8 ms|"21.5"""||1|178° H x 178° V|Yes
"Samsung S23C350H 23.0"" Monitor (S23C350H) - PCPartPicker Canada"|16:9|250 cd/m²|No||Mega Infinite DCR (1000:1)|16700000||||1|No|Yes|Samsung|||S23C350H|1920 x 1080||5 ms|"23"""||1|170° H x 160° V|Yes
"HP 27xi 60Hz 27.0"" Monitor (27xi) - PCPartPicker Canada"|16:9|250 cd/m²|No||10,000,000:1|||1||1|Yes|Yes|HP|||27xi|1920 x 1080|60Hz|7 ms|"27"""||1|178° H x 178° V|Yes
"Planar PL1900 19.0"" Monitor (997-6374-00) - PCPartPicker Canada"|5:4|250 cd/m²|No||1000:1|16700000|||||No|No|Planar||PL1900|997-6374-00|1280 x 1024||5 ms|"19"""||1|170° H x 160° V|No
"Hannspree HT231HPBU 23.0"" Monitor (HT231HPBU) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||80000000:1|16700000||1||1|No|No|Hannspree|||HT231HPBU|1920 x 1080||5 ms|"23"""||1|170° H x 160° V|Yes
"Acer G227HQLbi 60Hz 21.5"" Monitor (UM.WG7AA.001) - PCPartPicker Canada"|16:9|250 cd/m²|No||DCR 100,000,000:1 (1,000:1)|16700000||||1|Yes|Yes|Acer||G227HQLbi|UM.WG7AA.001|1920 x 1080|60Hz|6 ms|"21.5"""||1|178° H x 178° V|Yes
"Acer S181HLMb 18.5"" Monitor (UM.XS1AA.M02) - PCPartPicker Canada"|16:9|200 cd/m²|No||100,000,000:1||||||No|Yes|Acer||S181HLMb|UM.XS1AA.M02|1366 x 768||5 ms|"18.5"""||1|90° H x 65° V|Yes
"Samsung S19C200BR 19.0"" Monitor (S19C200BR) - PCPartPicker Canada"|5:4|250 cd/m²|No||1000:1|16700000||1|||No|Yes|Samsung|||S19C200BR|1280 x 1024||5 ms|"19"""||1|170° H x 160° V|No
"Lenovo 60B3HAR2US 60Hz 17.0"" Monitor (60B3HAR2US) - PCPartPicker Canada"|5:4|250 cd/m²|No||1000:1|16700000||1|||No|No|Lenovo|||60B3HAR2US|1280 x 1024|60Hz|5 ms|"17"""||1|170° H x 170° V|No
"Asus VN289H 60Hz 28.0"" Monitor (VN289H) - PCPartPicker Canada"|16:9|300 cd/m²|Yes||ASCR 80000000:1 (3000:1)|16700000||||2|No|Yes|Asus|||VN289H|1920 x 1080|60Hz|5 ms|"28"""||1|178° H x 178° V|Yes
"Acer V223WL 22.0"" Monitor (UM.EV3AA.A01) - PCPartPicker Canada"|16:10|250 cd/m²|Yes||100,000,000:1|||1|||No|Yes|Acer||V223WL|UM.EV3AA.A01|1680 x 1050||5 ms|"22"""||1|170° H x 160° V|Yes
"Samsung S23C450D 23.0"" Monitor (S23C450D) - PCPartPicker Canada"|16:9|250 cd/m²|No||1000:1|16700000||1|||No|Yes|Samsung|||S23C450D|1920 x 1080||5 ms|"23"""||1|170° H x 160° V|Yes
"NEC E223W-BK 22.0"" Monitor (E223W-BK) - PCPartPicker Canada"|16:10|250 cd/m²|No||1000:1||1|1|||No|Yes|NEC|||E223W-BK|1680 x 1050||5 ms|"22"""||1|178° H x 178° V|Yes
"Dell E2014T 60Hz 19.5"" Monitor (E2014T) - PCPartPicker Canada"|16:9|225 cd/m²|No||8000000:1 (1000:1)|16700000|1|||1|No|No|Dell|||E2014T|1600 x 900|60Hz|2 ms|"19.5"""||1|170° H x 160° V|Yes
"Compaq LA1751g 17.0"" Monitor (EM889AA#ABA) - PCPartPicker Canada"|5:4|250 cd/m²|No||1000:1|||1|||No|No|Compaq||LA1751g|EM889AA#ABA|1280 x 1024||5 ms|"17"""||1|160° H x 160° V|No
"Samsung S27C230B 27.0"" Monitor (S27C230B) - PCPartPicker Canada"|16:9|300 cd/m²|No||Mega Infinite DCR (1000:1)|16700000||1|||No|Yes|Samsung|||S27C230B|1920 x 1080||5 ms|"27"""||1|170° H x 160° V|Yes
"NEC EA192M-BK 19.0"" Monitor (EA192M-BK) - PCPartPicker Canada"|5:4|250 cd/m²|Yes||DC 25,000:1 (1,000:1)|16700000|1|1|||No|Yes|NEC|||EA192M-BK|1280 x 1024||5 ms|"19"""||1|176° H x 170° V|No
"HP D7R00A4#ABA 60Hz 27.0"" Monitor (D7R00A4#ABA) - PCPartPicker Canada"|16:9|300 cd/m²|Yes||1000:1|1070000000|2|||1|Yes|Yes|HP|||D7R00A4#ABA|2560 x 1440|60Hz|7 ms|"27"""|||178° H x 178° V|Yes
"Samsung ME32B 32.0"" Monitor (ME32B) - PCPartPicker Canada"|16:9|350 cd/m²|No||||1||1||No|No|Samsung|||ME32B|1920 x 1080||8 ms|"32"""|||178° H x 178° V|Yes
"NEC EA294WMi-BK 60Hz 29.0"" Monitor (EA294WMi-BK) - PCPartPicker Canada"|21:9|300 cd/m²|Yes||1000:1|16700000|1|2||1|Yes|Yes|NEC|||EA294WMi-BK|2560 x 1080|60Hz|6 ms|"29"""||2|178° H x 178° V|Yes
"Samsung S22C450D 21.5"" Monitor (S22C450D) - PCPartPicker Canada"|16:9|250 cd/m²|No||1000:1|16700000||1|||No|Yes|Samsung|||S22C450D|1920 x 1080||5 ms|"21.5"""||1|170° H x 160° V|Yes
"ViewSonic VX2770Smh-LED 27.0"" Monitor (VX2770Smh-LED) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||30,000,000:1|||1||1|Yes|Yes|ViewSonic|||VX2770Smh-LED|1920 x 1080||7 ms|"27"""||1|178° H x 178° V|Yes
"Samsung S22C450B 21.5"" Monitor (S22C450B) - PCPartPicker Canada"|16:9|250 cd/m²|No||1000:1|16700000|||||No|Yes|Samsung|||S22C450B|1920 x 1080||5 ms|"21.5"""||1||Yes
"Acer B226HQLAymdr 60Hz 21.5"" Monitor (UM.WB6AA.A01) - PCPartPicker Canada"|16:9|250 cd/m²|Yes||ACM 100,000,000:1 (3000:1)|16700000||1|||No|Yes|Acer||B226HQLAymdr|UM.WB6AA.A01|1920 x 1080|60Hz|8 ms|"21.5"""||1||Yes
"Samsung S22D300HY 60Hz 21.5"" Monitor (S22D300HY) - PCPartPicker Canada"|16:9|200 cd/m²|No||DCR Mega Infinity (600:1)|16700000||||1|No|Yes|Samsung|||S22D300HY|1920 x 1080|60Hz|5 ms|"21.5"""||1|90° H x 65° V|Yes
